Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR4045388	543	282	45	8	0	0	1025893	895360	334270	104394	0	0	395	19547	980950	1139457	53.19	52.78	3619	3118	1059	-	4641.5	3995.8	83	107	270	-	1	1	16420	1	0	0	0	15 + 0 part	16031	84.668	1.000	0.00	33.59	12.54	19547	964679	3600	3118	1001	-	4530.1	3899.9	84	108	274	-
ERR4045389	191	103	63	37	10	2	1132469	1096914	984986	794672	376974	106332	125	53218	1112746	1139457	52.60	52.78	16277	16277	4638	4257	21509.7	21005.5	20	20	67	72	0	0	0	0	0	0	0	15 + 1 part	14642	96.388	1.000	0.00	6.19	10.75	53218	1098051	16277	16277	4638	4257	21495.6	20991.7	20	20	67	72
ERR4045390	265	110	60	42	10	0	1162608	1100898	987877	856689	335854	0	152	45219	1130183	1139457	52.85	52.78	17412	17412	3566	3183	19417.1	19259.0	22	22	67	70	0	0	0	0	0	0	0	39 + 4 part	41932	95.485	1.001	0.00	7.99	11.49	45219	1088204	17412	17412	3447	3183	19355.0	19197.5	22	22	68	70
ERR4045391	344	215	72	24	0	0	1091616	1035045	674713	335984	0	0	263	23332	1068786	1139457	52.67	52.78	6807	6147	1926	1102	8096.9	7594.7	48	54	163	206	0	0	0	0	0	0	0	14 + 0 part	11756	92.759	1.000	0.00	33.97	11.45	23332	1056900	6807	6147	1926	1070	8085.7	7584.2	48	54	163	207
ERR4045392	156	98	64	41	13	1	1120019	1098998	1009045	838134	425690	64869	112	64869	1108657	1139457	52.67	52.78	18037	17250	6005	4447	21057.5	20488.3	20	21	63	68	0	0	0	1	0	0	0	7 + 0 part	5720	96.788	1.000	0.00	8.62	11.70	64869	1102611	18037	16924	6005	4447	21042.2	20473.4	20	21	63	68
ERR4045393	355	245	66	15	0	0	1061312	1006583	542064	191958	0	0	296	18633	1042962	1139457	52.67	52.78	5213	4773	1731	767	6214.2	5687.9	62	72	196	267	1	1	7497	1	0	0	0	4 + 0 part	2745	91.218	1.001	0.00	36.36	14.43	18633	1039715	5198	4773	1730	723	6187.8	5663.8	63	72	197	270
ERR4045394	184	97	54	41	14	2	1162028	1129073	1035874	944199	515167	120413	117	63620	1142947	1139457	52.68	52.78	23764	23764	5385	5385	25151.0	25228.0	17	17	53	53	1	1	17397	0	0	0	1	28 + 2 part	35166	97.178	1.000	0.00	55.27	14.00	63620	1107236	23764	23764	5254	5385	25003.3	25079.9	17	17	54	53
ERR4045395	92	52	42	34	14	5	1131884	1116221	1093838	1036690	703455	382496	64	122907	1124377	1139457	52.66	52.78	35955	35955	12076	11654	45352.4	44752.1	10	10	32	33	0	0	0	0	0	0	0	9 + 0 part	8123	97.951	1.000	0.00	37.28	12.72	122907	1115953	35744	35744	12076	11654	45318.5	44718.7	10	10	32	33
ERR4045396	291	111	66	36	9	2	1175981	1109428	1008359	777965	399693	137289	156	72505	1140046	1139457	52.61	52.78	14269	14269	4310	4310	23982.1	23994.5	19	19	70	70	0	0	0	0	0	0	1	42 + 2 part	40303	96.449	1.001	0.00	7.28	10.92	72505	1099310	14269	14269	4310	4310	23943.0	23955.4	19	19	70	70
ERR4045397	237	135	67	38	6	1	1144163	1101917	912023	709453	241004	69824	169	69824	1125251	1139457	52.70	52.78	12277	12071	3348	3012	18253.1	18025.5	25	26	92	96	1	1	693	0	0	0	0	26 + 2 part	30782	96.005	1.000	0.00	7.22	11.33	69824	1093958	12277	12071	3311	2966	18205.1	17978.1	25	26	92	96
ERR4853527	65	16	7	7	6	4	1146143	1127506	1110276	1110276	1098174	1010561	28	598587	1136240	1139457	52.65	52.78	598587	598587	44388	44388	376472.3	375409.4	1	1	5	5	0	0	0	0	0	0	0	11 + 0 part	11484	98.694	1.000	0.00	12.45	12.01	598518	1124358	598518	598518	44388	44388	376385.1	375322.5	1	1	5	5
ERR4853528	109	30	7	7	6	4	1189552	1158559	1115385	1115385	1098826	1011186	50	598765	1173145	1139457	52.55	52.78	598765	598765	43225	44415	365140.9	375936.3	1	1	6	5	0	0	0	2	0	0	0	34 + 1 part	48645	98.652	1.000	0.00	6.76	12.19	598267	1123625	598267	598267	43225	44415	364522.5	375299.6	1	1	6	5
ERR4853529	51	13	8	8	7	4	1139504	1123575	1114715	1114715	1098159	974679	24	598745	1132211	1139457	52.63	52.78	598745	598745	44347	43225	367078.9	364744.6	1	1	5	6	0	0	0	1	0	0	0	8 + 0 part	8470	98.585	1.000	0.00	7.84	12.02	598475	1123142	598475	598475	43225	43225	366775.3	364443.0	1	1	6	6
ERR4853530	227	116	70	36	7	0	1128810	1085821	972169	719147	283395	0	149	49312	1108100	1139457	52.62	52.78	13671	13473	3848	3162	19044.9	18520.8	23	24	76	84	0	0	0	0	0	0	0	16 + 0 part	10606	96.311	1.000	0.00	32.99	13.03	49312	1097396	13671	13473	3848	3162	19037.4	18513.5	23	24	76	84
ERR4853531	433	80	26	19	12	4	1312905	1185072	1105531	1050992	932582	648928	148	312303	1234639	1139457	52.58	52.78	76935	126494	2706	12737	121767.8	131939.4	4	3	28	17	0	0	0	1	0	0	0	104 + 4 part	111547	98.373	1.001	0.00	31.66	13.91	312303	1121252	76935	126494	2113	12737	121648.2	131809.8	4	3	28	17
ERR4853532	33	14	9	9	8	5	1130657	1122312	1113763	1113763	1097207	973635	21	298987	1127032	1139457	52.70	52.78	298189	298189	44388	43225	209047.6	206768.1	2	2	6	7	0	0	0	0	0	0	0	3 + 0 part	2790	98.638	1.000	0.00	7.12	11.66	298987	1123816	298189	298189	44388	43225	209014.7	206735.5	2	2	6	7
ERR4853533	88	29	19	18	16	7	1148137	1127184	1108112	1099030	1058773	770652	41	176025	1135661	1139457	52.67	52.78	85350	85350	25676	25676	95738.7	95419.8	5	5	15	15	0	0	0	1	0	0	0	12 + 0 part	14093	98.403	1.000	0.00	7.32	12.13	176025	1120953	85350	85350	25676	25676	95628.7	95310.1	5	5	15	15
ERR4853534	65	17	10	10	8	6	1145324	1126803	1114115	1114115	1073879	986340	28	298984	1134691	1139457	52.70	52.78	150838	150838	44314	44314	177307.9	176566.3	3	3	7	7	0	0	0	0	0	0	0	10 + 0 part	11131	98.597	1.000	0.00	7.57	11.75	298984	1123175	150786	150786	44314	44314	177270.3	176528.9	3	3	7	7
ERR4853535	55	10	6	6	5	3	1139339	1122367	1114684	1114684	1098128	1010556	21	598607	1130292	1139457	52.67	52.78	598607	598607	44347	44347	425234.6	421814.3	1	1	4	4	0	0	0	1	0	0	0	7 + 0 part	6298	98.670	1.000	0.00	7.03	12.11	598332	1123390	598332	598332	44347	44347	424927.8	421510.0	1	1	4	4
ERR4853536	247	140	70	38	3	0	1114716	1070648	862154	644917	95559	0	175	34847	1095900	1139457	52.59	52.78	11492	11267	3143	2749	13342.5	12832.4	30	31	102	116	0	0	0	0	0	0	0	12 + 0 part	10260	95.248	1.000	0.00	32.53	12.72	34847	1085278	11492	11267	3132	2749	13330.9	12821.3	30	31	103	116
ERR4853537	59	11	7	7	6	4	1140802	1122677	1115172	1115172	1098617	1011045	22	598571	1130566	1139457	52.67	52.78	598571	598571	44347	44347	378615.0	375660.7	1	1	5	5	0	0	0	1	0	0	0	7 + 0 part	6094	98.658	1.000	0.00	8.28	12.46	598304	1123810	598304	598304	44347	44347	378292.9	375341.1	1	1	5	5
ERR4853538	727	316	17	1	0	0	961878	749968	117990	11802	0	0	516	11802	899690	1139457	52.34	52.78	2393	1731	826	-	2890.0	2281.9	119	178	382	-	0	0	0	0	0	0	0	7 + 0 part	6320	78.426	1.000	0.00	30.78	10.75	11802	893339	2393	1731	815	-	2883.0	2276.4	119	178	383	-
ERR4853539	394	231	60	17	0	0	1083945	1012572	568287	256000	0	0	291	21682	1055268	1139457	52.64	52.78	5560	4975	1663	861	7422.9	6874.5	53	61	183	245	0	0	0	0	0	0	0	14 + 0 part	13153	91.456	1.000	0.00	29.65	11.61	21682	1042069	5560	4975	1590	790	7406.0	6858.8	53	61	184	250
ERR4853540	165	67	41	30	18	4	1161343	1122797	1065311	995408	773883	263495	93	85983	1141106	1139457	52.63	52.78	36310	36310	6294	6294	37111.4	37165.1	12	12	35	35	0	0	0	0	0	0	0	27 + 1 part	26606	97.788	1.000	0.00	31.68	13.73	85983	1114163	36310	36310	6294	6294	37076.1	37129.8	12	12	35	35
ERR4853541	102	24	10	10	8	5	1168191	1137858	1114338	1114338	1077663	954179	43	299650	1152241	1139457	52.61	52.78	298986	298986	43225	43225	201340.3	203599.2	2	2	7	7	0	0	0	0	0	0	1	23 + 2 part	28384	98.599	1.000	0.00	8.01	12.11	299622	1123500	298986	298986	43225	43225	201283.0	203541.3	2	2	7	7
ERR4853542	316	191	60	31	4	0	1103034	1053950	709853	516489	139374	0	223	42442	1078604	1139457	52.62	52.78	8341	7618	2148	1441	12031.1	11388.6	34	38	137	168	2	2	17173	1	0	0	0	11 + 0 part	10689	93.678	1.000	0.00	44.78	13.77	42442	1067445	7711	7232	2102	1408	11956.7	11318.1	35	39	139	170
ERR4853543	207	44	7	7	6	4	1235156	1173156	1115316	1115316	1098758	1011145	83	598624	1200942	1139457	52.53	52.78	209063	598624	43225	44388	356572.6	375813.2	2	1	6	5	0	0	0	1	0	0	0	67 + 1 part	76080	98.687	1.000	0.00	7.74	11.65	598348	1124180	208997	598348	43225	44388	356176.5	375395.7	2	1	6	5
ERR4853544	95	17	8	8	7	5	1163793	1132330	1114932	1114932	1098376	1010763	38	299301	1146949	1139457	52.64	52.78	298987	298987	44388	44388	216896.8	218322.9	2	2	6	6	0	0	0	0	0	0	0	22 + 0 part	23108	98.614	1.000	0.00	7.21	11.66	299042	1123187	298987	298987	44388	44388	216697.9	218122.7	2	2	6	6
ERR4853545	142	35	8	8	7	4	1211023	1171400	1114664	1114664	1098108	974556	57	598556	1187469	1139457	52.52	52.78	598556	598556	35911	43225	349930.9	364675.6	1	1	7	6	0	0	0	1	0	0	0	38 + 3 part	63368	98.601	1.000	0.00	7.65	11.39	598258	1123474	598258	598258	35911	43225	349509.0	364235.9	1	1	7	6
ERR4853546	400	209	71	24	1	0	1120815	1043155	680580	340034	25077	0	266	25077	1083520	1139457	52.52	52.78	7284	6646	2068	1288	8186.2	7784.4	48	52	163	194	2	2	19937	1	0	0	0	29 + 0 part	25969	92.794	1.000	0.00	37.84	13.62	25077	1057220	7142	6527	2068	1046	8033.6	7639.2	49	53	164	197
ERR4853547	47	13	8	8	7	4	1138680	1123562	1115163	1115163	1098597	975047	23	598594	1131284	1139457	52.66	52.78	598594	598594	44416	43225	367379.6	364744.5	1	1	5	6	0	0	0	0	0	0	0	7 + 0 part	6664	98.663	1.000	0.00	15.12	11.74	598510	1124141	598510	598510	44416	43225	367255.0	364620.8	1	1	5	6
ERR4853548	517	216	66	23	2	0	1105324	985242	675410	367034	60203	0	304	30148	1045718	1139457	52.91	52.78	7533	6467	1301	618	9187.2	8431.4	42	48	178	269	1	1	6478	0	0	0	0	42 + 1 part	37711	88.405	1.000	0.00	11.51	11.32	30148	1007385	7533	6450	1196	-	9130.0	8378.9	42	48	180	-
ERR4853549	246	119	52	32	8	3	1135556	1081075	921915	777820	367336	176472	163	75545	1112524	1139457	52.70	52.78	18893	18734	3064	2147	24720.6	24136.3	17	18	73	83	0	0	0	1	0	0	0	28 + 0 part	26444	95.272	1.000	0.00	5.53	10.50	75545	1085269	18893	18734	3064	2147	24666.1	24083.1	17	18	73	83
ERR4853550	125	44	27	22	15	8	1161814	1132222	1101308	1063856	967848	742576	57	230501	1141557	1139457	52.61	52.78	67130	67130	12212	12212	89427.9	89592.8	6	6	19	19	0	0	0	0	0	0	0	20 + 1 part	23038	98.179	1.000	0.00	14.04	11.53	230501	1118366	67130	67130	12212	12212	89376.7	89541.4	6	6	19	19
ERR4853551	82	29	23	18	13	8	1137913	1118698	1105630	1070850	990928	810293	40	163263	1126491	1139457	52.67	52.78	83456	83456	17101	17101	88904.1	87892.4	5	5	15	15	0	0	0	0	0	0	0	7 + 0 part	5638	98.352	1.000	0.00	8.39	12.05	163263	1120464	83456	83456	16772	16772	88883.1	87871.7	5	5	15	15
ERR4853552	906	315	4	0	0	0	891851	606939	22754	0	0	0	560	6086	783123	1139457	52.46	52.78	1710	1084	716	-	2018.9	1387.5	148	280	431	-	0	0	0	2	0	0	0	17 + 0 part	14798	67.363	1.000	0.00	60.58	11.07	6086	767567	1679	1079	683	-	1992.8	1369.6	149	282	438	-
ERR4853553	77	14	8	7	6	4	1150576	1125716	1115304	1107355	1090788	1003148	31	598711	1137832	1139457	52.62	52.78	598711	598711	44415	44415	373503.7	372971.0	1	1	5	5	0	0	0	0	0	0	0	15 + 0 part	13502	98.652	1.000	0.00	13.79	12.19	598633	1123846	598633	598633	44415	44415	373373.7	372841.2	1	1	5	5
ERR4853554	103	28	19	18	12	8	1154563	1125763	1108618	1101321	1009911	833848	45	273776	1138015	1139457	52.67	52.78	68994	68994	22126	22126	123798.6	123641.9	4	4	13	13	0	0	0	0	0	0	0	18 + 1 part	17893	98.320	1.000	0.00	19.29	12.59	273776	1119921	68994	68994	22126	22126	123725.3	123568.7	4	4	13	13
ERR4853555	76	16	10	10	9	5	1144993	1122838	1109819	1109819	1097750	946604	31	448626	1132641	1139457	52.65	52.78	149734	149734	43225	43225	240729.3	239289.3	2	2	7	7	0	0	0	0	0	0	0	12 + 0 part	9195	98.566	1.000	0.00	12.11	11.58	448557	1123048	149734	149734	43225	43225	240664.9	239225.2	2	2	7	7
ERR4853556	243	32	12	10	8	5	1224344	1147240	1114411	1099700	1065840	942289	73	299453	1176518	1139457	52.61	52.78	293358	293358	35910	43225	192255.8	198508.9	2	2	8	7	0	0	0	1	0	0	0	50 + 0 part	50981	98.569	1.000	0.00	8.99	12.29	299092	1123185	293358	293358	35910	43225	192007.1	198252.2	2	2	8	7
ERR4853557	981	340	12	0	0	0	969390	677831	73379	0	0	0	580	8406	848393	1139457	52.43	52.78	1787	1299	725	-	2240.2	1668.0	149	244	441	-	3	3	5924	0	0	0	1	51 + 3 part	55360	69.525	1.001	0.00	42.41	13.50	8406	792358	1751	1213	578	-	2153.3	1603.3	150	249	475	-
ERR4853558	657	310	43	4	0	0	1044558	886603	304782	44355	0	0	447	11575	982826	1139457	52.53	52.78	3019	2590	1006	-	3961.2	3416.7	91	119	308	-	1	1	9423	0	0	0	0	29 + 1 part	27713	83.785	1.000	0.00	33.32	10.79	11575	954388	3019	2560	915	-	3884.1	3350.2	92	121	315	-
ERR4853559	389	70	12	12	10	8	1327296	1208856	1114290	1114290	1086404	998764	140	173103	1260265	1139457	52.45	52.78	149671	149671	2779	44415	112997.0	124977.2	4	4	19	9	0	0	0	1	0	0	0	114 + 5 part	135477	98.614	1.000	0.00	8.90	11.48	173037	1123498	149671	149671	-	44415	112744.9	124698.4	4	4	-	9
ERR4853560	131	26	8	7	6	4	1181956	1140727	1111962	1106110	1089543	1001971	55	598584	1160820	1139457	52.60	52.78	598584	598584	44347	44347	363764.4	370584.4	1	1	5	5	0	0	0	1	0	0	0	36 + 1 part	36003	98.653	1.000	0.00	7.30	11.84	598283	1123456	598283	598283	44347	44347	363408.1	370221.5	1	1	5	5
ERR4853561	93	20	12	12	10	7	1151349	1124387	1112160	1112160	1072460	949040	36	298958	1135440	1139457	52.60	52.78	148511	148511	43225	43225	153700.0	153158.2	3	3	9	9	0	0	0	0	0	0	0	15 + 0 part	12999	98.500	1.000	0.00	4.72	10.60	298958	1122289	148511	148511	43225	43225	153667.5	153125.7	3	3	9	9
ERR4853562	116	41	27	24	15	7	1152325	1122008	1091673	1071381	922426	632441	62	210199	1136638	1139457	52.68	52.78	60707	60707	14180	14180	77831.6	77639.0	6	6	21	21	0	0	0	0	0	0	0	20 + 0 part	17099	98.223	1.000	0.00	7.96	11.62	210199	1118729	60707	60707	14180	14180	77732.4	77540.1	6	6	21	21
ERR4853563	169	71	50	34	13	4	1133761	1095796	1028900	904929	546154	289480	95	91945	1112956	1139457	52.76	52.78	22875	21869	6162	5233	33323.1	32548.1	14	15	46	50	0	0	0	2	0	0	0	11 + 0 part	8251	96.916	1.000	0.00	8.60	11.96	91945	1104094	22875	21869	6162	5233	33282.6	32508.5	14	15	46	50
ERR4853564	426	209	62	27	0	0	1059123	965344	632867	391389	0	0	288	22131	1019581	1139457	53.04	52.78	6938	6160	1353	-	8630.7	7722.7	42	51	169	-	0	0	0	1	0	0	0	12 + 0 part	13853	88.224	1.000	0.00	14.23	12.44	22131	1005067	6938	6160	1299	-	8598.0	7693.4	42	51	171	-
ERR4853565	110	35	7	7	6	4	1193512	1163071	1115055	1115055	1098488	1010977	53	598573	1176138	1139457	52.61	52.78	598573	598573	43225	44286	364011.6	375729.7	1	1	6	5	0	0	0	1	0	0	1	34 + 4 part	51428	98.661	1.000	0.00	8.27	11.83	598300	1124042	598300	598300	43225	44286	363624.1	375329.8	1	1	6	5
ERR4853566	235	44	10	10	9	6	1235083	1165593	1110451	1110451	1093937	970845	80	373521	1191677	1139457	52.62	52.78	224985	224985	35448	43225	196327.3	205324.7	2	2	9	8	0	0	0	1	0	0	0	58 + 1 part	66985	98.607	1.000	0.00	30.98	13.71	373254	1123418	224985	224985	35448	43225	196073.2	205059.1	2	2	9	8
ERR4853567	5353	33	14	13	11	7	2473805	1134773	1106663	1097735	1072953	922151	124	235855	1192193	1139457	52.89	52.78	114944	114944	13574	35203	126034.5	131867.6	4	4	12	10	1	1	13574	1	0	0	0	104 + 3 part	82693	97.298	1.000	0.00	791.59	37.62	235547	1108402	114944	114944	12520	35202	125303.2	131102.4	4	4	12	10
ERR4853568	50	14	9	9	8	5	1135428	1121384	1112648	1112648	1097096	973480	26	379342	1129633	1139457	52.67	52.78	218029	218029	44335	43225	220054.2	218157.0	2	2	6	7	0	0	0	1	0	0	0	7 + 0 part	6848	98.540	1.000	0.00	36.71	11.76	378912	1122340	218029	218029	44335	43225	219758.9	217864.2	2	2	6	7
ERR4853569	56	19	10	10	9	6	1137837	1124529	1108331	1108331	1096732	973169	29	298794	1130958	1139457	52.66	52.78	172783	172783	43267	43267	169870.0	168602.9	3	3	8	8	0	0	0	0	0	0	0	8 + 0 part	8184	98.537	1.000	0.00	28.50	11.94	298794	1122637	172783	172783	43267	43267	169860.5	168593.6	3	3	8	8
ERR4853570	66	12	8	8	7	4	1143843	1122475	1114991	1114991	1098485	974909	27	598726	1133097	1139457	52.67	52.78	598726	598726	43225	43225	366845.4	364797.8	1	1	6	6	0	0	0	0	0	0	0	11 + 0 part	9009	98.627	1.000	0.00	39.87	15.04	598726	1123755	598726	598726	43225	43225	366828.4	364780.9	1	1	6	6
ERR4853571	122	16	9	9	8	5	1163459	1126153	1114535	1114535	1101761	978304	37	303448	1141021	1139457	52.68	52.78	298624	298624	43225	43225	208894.4	209181.1	2	2	7	7	2	2	316222	0	0	0	0	19 + 0 part	16487	98.661	1.000	0.00	36.39	13.26	299146	1124015	298624	298624	43225	43225	206609.8	206893.4	2	2	7	7
ERR4853572	90	15	9	9	8	5	1153696	1125429	1114934	1114934	1098418	974797	34	299838	1138843	1139457	52.69	52.78	298783	298783	43225	43225	207555.2	207443.3	2	2	7	7	0	0	0	0	0	0	0	16 + 0 part	14061	98.670	1.000	0.00	30.16	13.17	299546	1124154	298783	298783	43225	43225	207379.4	207267.6	2	2	7	7
ERR4853573	43	16	10	10	9	6	1138191	1125448	1114577	1114577	1098074	974461	27	298783	1133325	1139457	52.67	52.78	164340	164340	43225	43225	169192.6	168282.1	3	3	8	8	0	0	0	0	0	0	0	9 + 0 part	8975	98.650	1.000	0.00	29.99	12.72	298783	1123846	164169	164169	43225	43225	169124.5	168214.4	3	3	8	8
ERR4853574	1091	189	1	0	0	0	702028	296429	5904	0	0	0	518	5904	526047	1139457	52.27	52.78	1102	-	601	-	1335.7	616.6	158	-	422	-	1	1	3540	0	0	0	0	24 + 1 part	28225	43.669	1.000	0.00	142.53	13.67	5904	497433	1055	-	544	-	1235.3	570.3	166	-	449	-
ERR4853575	1072	323	5	0	0	0	1000018	657387	33803	0	0	0	605	9394	862949	1139457	52.56	52.78	1727	1295	725	-	2155.4	1632.4	155	247	463	-	1	1	1854	1	0	0	0	72 + 3 part	76058	68.862	1.000	0.00	23.83	12.49	9394	784616	1650	1168	517	-	2027.2	1535.3	158	257	515	-
ERR4853576	1152	239	2	0	0	0	805277	383173	12723	0	0	0	576	6850	625535	1139457	52.65	52.78	1173	609	620	-	1496.9	821.7	174	476	465	-	1	1	1331	1	0	0	0	44 + 2 part	39857	51.378	1.001	0.00	28.52	10.42	6850	585568	1121	540	559	-	1431.2	785.7	177	501	489	-
ERR4853577	306	61	19	17	13	7	1249654	1159404	1093903	1080182	1018558	794294	109	280186	1193104	1139457	52.65	52.78	97164	97164	10418	23440	114268.2	119648.1	4	4	17	14	0	0	0	0	0	0	1	69 + 5 part	72037	98.237	1.001	0.00	23.58	10.72	279964	1119722	97164	97164	10418	23440	114096.1	119467.9	4	4	17	14
ERR4853578	610	300	58	5	0	0	1134257	994798	424668	65724	0	0	420	17799	1078573	1139457	52.43	52.78	3952	3851	1172	796	4733.6	4480.7	84	92	279	335	1	1	2209	1	0	0	0	59 + 3 part	66369	88.786	1.001	0.00	16.90	12.95	17799	1011830	3952	3851	819	-	4648.7	4400.3	84	92	294	-
ERR4853579	85	14	10	10	8	5	1146620	1121677	1114313	1114313	1074934	951430	27	449824	1131530	1139457	52.65	52.78	172621	172621	43225	43225	244622.8	242921.0	2	2	7	7	0	0	0	0	0	0	0	9 + 0 part	8031	98.570	1.000	0.00	8.37	12.02	449824	1123170	172621	172621	43225	43225	244606.3	242904.6	2	2	7	7
ERR4853580	112	40	28	24	14	7	1154773	1126029	1100942	1071605	898822	643323	60	181195	1140298	1139457	52.65	52.78	51294	51294	12524	12524	74941.9	74997.2	6	6	21	21	0	0	0	1	0	0	1	18 + 2 part	20264	98.233	1.001	0.00	9.74	12.15	180906	1119416	51294	51294	12524	12524	74823.9	74879.2	6	6	21	21
ERR4853581	1015	36	0	0	0	0	406198	47592	0	0	0	0	236	2468	180637	1139457	52.11	52.78	772	-	527	-	882.5	139.9	86	-	201	-	3	3	2277	0	0	0	1	23 + 1 part	18310	14.206	1.001	0.00	255.11	22.24	2468	161891	735	-	-	-	786.8	124.7	90	-	-	-
ERR4853582	559	97	9	9	8	6	1415947	1255502	1114511	1114511	1097970	1010446	177	394963	1311963	1139457	52.38	52.78	149722	209039	1657	44323	191508.4	220501.4	3	2	41	7	0	0	0	0	0	0	0	146 + 9 part	183565	98.642	1.001	0.00	16.63	12.27	394873	1124720	149722	208985	-	44323	191216.5	220165.4	3	2	-	7
ERR4853583	69	12	7	7	6	4	1144559	1122110	1110346	1110346	1098277	1010705	26	598560	1132348	1139457	52.67	52.78	598560	598560	44347	44347	377795.2	375438.2	1	1	5	5	0	0	0	1	0	0	0	10 + 0 part	8507	98.607	1.000	0.00	7.83	12.02	598281	1123233	598281	598281	44347	44347	377490.6	375135.4	1	1	5	5
ERR4853584	238	44	8	8	7	5	1250645	1177238	1114791	1114791	1098234	1010593	83	299458	1206084	1139457	52.47	52.78	208798	298960	43225	44416	206302.7	218365.7	3	2	7	6	0	0	0	1	0	0	0	63 + 1 part	80383	98.669	1.000	0.00	7.74	11.74	298960	1123994	208798	298960	43225	44416	205940.4	217982.3	3	2	7	6
ERR4853585	152	23	8	8	6	4	1185058	1137390	1114976	1114976	1078357	990715	51	598597	1156056	1139457	52.67	52.78	598597	598597	43225	44417	366576.6	371916.7	1	1	6	5	0	0	0	1	0	0	0	32 + 2 part	31052	98.650	1.000	0.00	7.92	11.83	598324	1123916	598324	598324	43225	44417	366231.3	371566.4	1	1	6	5
ERR4853586	92	17	7	7	6	4	1158844	1131855	1115066	1115066	1098536	1010995	33	598685	1143318	1139457	52.64	52.78	598685	598685	44352	44352	374480.4	375749.3	1	1	5	5	0	0	0	0	0	0	1	17 + 1 part	18921	98.643	1.000	0.00	15.48	11.83	598601	1123954	598601	598601	44352	44352	374342.6	375611.0	1	1	5	5
ERR4853587	114	29	7	7	6	4	1181901	1149629	1115105	1115105	1098550	1010908	48	598562	1163709	1139457	52.60	52.78	598562	598562	44417	44417	367844.7	375673.9	1	1	5	5	0	0	0	0	0	0	0	33 + 0 part	39436	98.657	1.000	0.00	12.55	12.10	598493	1123809	598493	598493	44417	44417	367694.2	375520.2	1	1	5	5
ERR4853588	77	18	8	8	6	4	1150594	1130026	1115212	1115212	1078607	990967	29	598779	1137925	1139457	52.65	52.78	598779	598779	44415	44415	372617.1	372116.1	1	1	5	5	0	0	0	1	0	0	0	13 + 0 part	13389	98.659	1.000	0.00	7.12	11.83	598488	1123850	598488	598488	44415	44415	372263.8	371763.3	1	1	5	5
ERR4853589	106	34	25	21	14	6	1143908	1115791	1093595	1061035	930982	601720	55	141999	1129631	1139457	52.73	52.78	50841	50841	17654	17654	72979.4	72350.1	6	6	19	19	0	0	0	0	0	0	0	12 + 0 part	8923	98.340	1.000	0.00	9.91	12.76	141999	1120338	50841	50841	17654	17654	72959.6	72330.4	6	6	19	19
ERR4853590	171	49	26	22	14	9	1179900	1132529	1085302	1057747	925930	779880	78	121917	1153208	1139457	52.65	52.78	71659	74793	10578	13119	67847.2	68666.0	7	6	21	20	0	0	0	0	0	0	1	33 + 4 part	34724	98.136	1.000	0.00	8.85	11.27	121917	1118120	71659	74793	10578	13119	67810.1	68628.4	7	6	21	20
ERR4853591	403	189	75	28	2	0	1144402	1063323	769261	439623	70657	0	240	41412	1100696	1139457	52.54	52.78	7748	7470	2328	1550	10496.6	10139.5	41	44	139	158	0	0	0	0	0	0	1	33 + 2 part	31099	93.871	1.000	0.00	9.82	10.94	41412	1069597	7748	7470	2328	1275	10466.7	10110.7	41	44	139	159
ERR4853592	120	30	9	9	7	5	1187454	1154679	1114837	1114837	1078075	990462	47	448794	1167970	1139457	52.61	52.78	209093	209093	43225	44388	247702.8	253901.2	2	2	7	6	0	0	0	1	0	0	0	27 + 3 part	43803	98.615	1.000	0.00	7.92	12.19	448515	1123493	209027	209027	43225	44388	247376.5	253566.7	2	2	7	6
ERR4853593	91	13	10	10	8	3	1150421	1120980	1114531	1114531	1079769	866320	32	598730	1134606	1139457	52.63	52.78	598730	598730	43225	43225	357429.7	355908.0	1	1	7	7	0	0	0	2	0	0	0	14 + 0 part	11021	98.569	1.000	0.00	8.11	11.94	598208	1122668	598208	598208	43225	43225	356842.2	355323.0	1	1	7	7
ERR4853594	1750	269	69	23	1	0	1641049	1145976	700762	384662	36296	0	501	36296	1305940	1139457	52.17	52.78	5738	6678	860	1754	8247.8	9452.8	60	47	301	178	1	1	2644	0	0	0	1	261 + 4 part	241842	93.122	1.001	0.00	14.50	12.24	36294	1061864	5738	6678	-	1176	8013.5	9184.3	60	47	-	190
