Bin.Id	Marker lineage	genomes	markers	marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684545	f__Spirochaetaceae	56	235	124	71	161	3	0	0	0	70.69	0.90	0.00	
ERR3684718	f__Spirochaetaceae	56	235	124	58	174	3	0	0	0	70.68	1.19	0.00	
ERR4853627	f__Spirochaetaceae	56	235	124	62	172	1	0	0	0	70.67	0.81	0.00	
ERR5206967	f__Spirochaetaceae	56	235	124	74	156	5	0	0	0	70.60	2.22	0.00	
ERR4853686	f__Spirochaetaceae	56	235	124	56	176	3	0	0	0	70.46	1.66	0.00	
ERR3684612	f__Spirochaetaceae	56	235	124	66	167	2	0	0	0	70.37	0.85	0.00	
ERR3699564	f__Spirochaetaceae	56	235	124	63	167	5	0	0	0	70.04	2.02	0.00	
ERR4899225	f__Spirochaetaceae	56	235	124	72	158	5	0	0	0	69.95	2.04	0.00	
ERR3684633	f__Spirochaetaceae	56	235	124	62	169	4	0	0	0	69.85	1.71	0.00	
ERR3811627	f__Spirochaetaceae	56	235	124	64	165	6	0	0	0	69.56	2.14	16.67	
ERR3699569	f__Spirochaetaceae	56	235	124	66	163	6	0	0	0	69.45	2.07	0.00	
ERR5206969	f__Spirochaetaceae	56	235	124	76	155	4	0	0	0	69.42	2.42	0.00	
ERR5210566	f__Spirochaetaceae	56	235	124	65	169	1	0	0	0	69.37	0.81	0.00	
ERR4899208	f__Spirochaetaceae	56	235	124	76	159	0	0	0	0	69.28	0.00	0.00	
ERR5206979	f__Spirochaetaceae	56	235	124	70	164	1	0	0	0	69.10	0.81	0.00	
ERR3684726	f__Spirochaetaceae	56	235	124	78	153	4	0	0	0	68.34	1.71	25.00	
ERR3684758	f__Spirochaetaceae	56	235	124	69	160	6	0	0	0	67.89	0.95	16.67	
ERR4853669	f__Spirochaetaceae	56	235	124	63	169	3	0	0	0	67.82	0.90	0.00	
ERR3684606	f__Spirochaetaceae	56	235	124	61	168	6	0	0	0	67.19	2.92	0.00	
ERR4853576	f__Spirochaetaceae	56	235	124	78	153	4	0	0	0	66.95	3.23	0.00	
ERR3684764	f__Spirochaetaceae	56	235	124	70	160	5	0	0	0	66.79	2.22	0.00	
ERR3684672	f__Spirochaetaceae	56	235	124	59	174	2	0	0	0	66.64	0.67	0.00	
ERR4853642	f__Spirochaetaceae	56	235	124	68	166	1	0	0	0	66.58	0.03	0.00	
ERR3684503	f__Spirochaetaceae	56	235	124	75	158	2	0	0	0	66.47	0.85	0.00	
ERR3811633	f__Spirochaetaceae	56	235	124	68	161	6	0	0	0	66.44	1.83	0.00	
ERR4853654	f__Spirochaetaceae	56	235	124	71	160	4	0	0	0	66.30	1.02	25.00	
ERR3684637	f__Spirochaetaceae	56	235	124	72	161	2	0	0	0	66.28	0.16	0.00	
ERR3684717	f__Spirochaetaceae	56	235	124	76	155	4	0	0	0	66.08	0.66	0.00	
ERR3811636	f__Spirochaetaceae	56	235	124	68	164	3	0	0	0	65.64	0.19	0.00	
ERR5206966	f__Spirochaetaceae	56	235	124	74	158	3	0	0	0	65.62	1.02	0.00	
ERR4853637	f__Spirochaetaceae	56	235	124	88	146	1	0	0	0	65.55	0.05	0.00	
ERR3684721	f__Spirochaetaceae	56	235	124	74	159	2	0	0	0	65.26	1.61	0.00	
ERR4853649	f__Spirochaetaceae	56	235	124	78	155	2	0	0	0	65.12	1.21	0.00	
ERR3684645	f__Spirochaetaceae	56	235	124	75	158	2	0	0	0	64.79	1.61	0.00	
ERR5206996	f__Spirochaetaceae	56	235	124	86	148	1	0	0	0	64.74	0.16	0.00	
ERR5210573	f__Spirochaetaceae	56	235	124	70	160	5	0	0	0	64.63	1.64	20.00	
ERR3699574	f__Spirochaetaceae	56	235	124	69	161	5	0	0	0	64.21	1.35	0.00	
ERR3684710	f__Spirochaetaceae	56	235	124	77	155	3	0	0	0	63.98	1.24	0.00	
ERR3684570	f__Spirochaetaceae	56	235	124	72	159	4	0	0	0	63.96	2.06	0.00	
ERR5206975	f__Spirochaetaceae	56	235	124	90	143	2	0	0	0	63.55	1.61	0.00	
ERR4899219	f__Spirochaetaceae	56	235	124	85	149	1	0	0	0	63.38	0.05	0.00	
ERR5206982	f__Spirochaetaceae	56	235	124	90	145	0	0	0	0	63.17	0.00	0.00	
ERR4853622	f__Spirochaetaceae	56	235	124	77	153	5	0	0	0	62.88	1.76	0.00	
ERR5207001	f__Spirochaetaceae	56	235	124	92	143	0	0	0	0	62.28	0.00	0.00	
ERR4853632	f__Spirochaetaceae	56	235	124	101	132	1	1	0	0	62.04	1.61	25.00	
ERR3684751	f__Spirochaetaceae	56	235	124	77	152	6	0	0	0	61.85	1.83	0.00	
ERR3684595	f__Spirochaetaceae	56	235	124	77	157	1	0	0	0	61.26	0.05	0.00	
ERR5206987	f__Spirochaetaceae	56	235	124	96	138	1	0	0	0	60.74	0.12	0.00	
ERR5206999	f__Spirochaetaceae	56	235	124	93	139	3	0	0	0	60.13	1.04	0.00	
ERR3811634	f__Spirochaetaceae	56	235	124	81	151	3	0	0	0	59.84	0.65	0.00	
ERR4853574	f__Spirochaetaceae	56	235	124	89	145	1	0	0	0	59.84	0.81	0.00	
ERR4853607	f__Spirochaetaceae	56	235	124	90	143	2	0	0	0	59.40	1.21	0.00	
ERR4853638	f__Spirochaetaceae	56	235	124	93	135	7	0	0	0	58.64	2.43	0.00	
ERR3684541	f__Spirochaetaceae	56	235	124	97	138	0	0	0	0	58.42	0.00	0.00	
ERR3684617	f__Spirochaetaceae	56	235	124	88	144	3	0	0	0	57.58	1.64	0.00	
ERR5207000	f__Spirochaetaceae	56	235	124	100	131	4	0	0	0	57.40	2.82	0.00	
ERR3811635	f__Spirochaetaceae	56	235	124	89	139	6	1	0	0	57.30	3.95	0.00	
ERR3684674	f__Spirochaetaceae	56	235	124	94	141	0	0	0	0	57.16	0.00	0.00	
ERR3684677	f__Spirochaetaceae	56	235	124	92	141	2	0	0	0	57.05	0.83	0.00	
ERR3699575	f__Spirochaetaceae	56	235	124	98	135	2	0	0	0	56.36	0.67	0.00	
ERR5207002	f__Spirochaetaceae	56	235	124	107	128	0	0	0	0	56.12	0.00	0.00	
ERR3684699	f__Spirochaetaceae	56	235	124	93	139	3	0	0	0	55.91	0.99	0.00	
ERR3684563	f__Spirochaetaceae	56	235	124	91	141	3	0	0	0	55.84	1.66	0.00	
ERR5207024	f__Spirochaetaceae	56	235	124	105	130	0	0	0	0	55.66	0.00	0.00	
ERR3684670	f__Spirochaetaceae	56	235	124	90	143	2	0	0	0	55.45	0.85	0.00	
ERR4853595	f__Spirochaetaceae	56	235	124	94	139	2	0	0	0	55.00	1.21	0.00	
ERR5206985	f__Spirochaetaceae	56	235	124	112	123	0	0	0	0	54.87	0.00	0.00	
ERR3684678	f__Spirochaetaceae	56	235	124	95	132	6	2	0	0	54.84	2.02	8.33	
ERR4853646	f__Spirochaetaceae	56	235	124	102	128	5	0	0	0	54.71	2.00	0.00	
ERR3684720	f__Spirochaetaceae	56	235	124	103	132	0	0	0	0	53.77	0.00	0.00	
ERR3684614	f__Spirochaetaceae	56	235	124	103	129	3	0	0	0	53.64	1.66	0.00	
ERR3684559	f__Spirochaetaceae	56	235	124	97	137	1	0	0	0	53.58	0.12	0.00	
ERR3684740	f__Spirochaetaceae	56	235	124	94	137	4	0	0	0	53.35	1.78	0.00	
ERR3684679	f__Spirochaetaceae	56	235	124	107	127	1	0	0	0	53.16	0.81	0.00	
ERR3684763	f__Spirochaetaceae	56	235	124	105	130	0	0	0	0	53.08	0.00	0.00	
ERR5206983	f__Spirochaetaceae	56	235	124	124	110	1	0	0	0	52.88	0.40	0.00	
ERR4899244	f__Spirochaetaceae	56	235	124	108	123	4	0	0	0	52.73	1.53	0.00	
ERR5206997	f__Spirochaetaceae	56	235	124	119	114	2	0	0	0	52.47	1.61	0.00	
ERR3684664	f__Spirochaetaceae	56	235	124	104	127	4	0	0	0	51.35	1.53	0.00	
ERR3699578	f__Spirochaetaceae	56	235	124	93	139	3	0	0	0	50.13	0.26	33.33	
ERR4899240	f__Spirochaetaceae	56	235	124	111	122	2	0	0	0	49.79	0.85	0.00	
ERR3699579	f__Spirochaetaceae	56	235	124	116	119	0	0	0	0	48.99	0.00	0.00	
ERR5312311	k__Bacteria	5449	99	54	63	36	0	0	0	0	48.79	0.00	0.00	
ERR3811641	f__Spirochaetaceae	56	235	124	114	119	2	0	0	0	48.78	0.97	0.00	
ERR3684518	f__Spirochaetaceae	56	235	124	115	120	0	0	0	0	48.54	0.00	0.00	
ERR4853685	f__Spirochaetaceae	56	235	124	116	116	3	0	0	0	48.51	0.88	0.00	
ERR3811626	f__Spirochaetaceae	56	235	124	110	121	4	0	0	0	48.48	2.06	0.00	
ERR3684683	f__Spirochaetaceae	56	235	124	113	115	6	1	0	0	48.04	3.35	0.00	
ERR4853656	f__Spirochaetaceae	56	235	124	123	111	1	0	0	0	47.61	0.05	0.00	
ERR5206973	f__Spirochaetaceae	56	235	124	120	115	0	0	0	0	47.59	0.00	0.00	
ERR3684709	f__Spirochaetaceae	56	235	124	108	124	3	0	0	0	47.26	0.14	33.33	
ERR3684719	f__Spirochaetaceae	56	235	124	116	116	3	0	0	0	46.97	2.02	0.00	
ERR3684761	f__Spirochaetaceae	56	235	124	113	121	1	0	0	0	46.84	0.81	0.00	
ERR5312337	f__Spirochaetaceae	56	235	124	127	108	0	0	0	0	46.37	0.00	0.00	
ERR3684759	f__Spirochaetaceae	56	235	124	115	117	3	0	0	0	45.54	1.37	0.00	
ERR3684513	f__Spirochaetaceae	56	235	124	125	107	3	0	0	0	44.84	2.02	0.00	
ERR3684546	f__Spirochaetaceae	56	235	124	129	104	2	0	0	0	44.24	1.21	0.00	
ERR3684711	f__Spirochaetaceae	56	235	124	113	120	2	0	0	0	43.89	1.61	0.00	
ERR3811639	f__Spirochaetaceae	56	235	124	123	109	3	0	0	0	43.51	1.64	0.00	
ERR5206977	f__Spirochaetaceae	56	235	124	136	98	1	0	0	0	43.47	0.81	0.00	
ERR3684716	f__Spirochaetaceae	56	235	124	117	114	4	0	0	0	43.05	1.82	0.00	
ERR4899220	f__Spirochaetaceae	56	235	124	126	105	4	0	0	0	42.87	2.47	0.00	
ERR5312320	k__Bacteria	5449	99	54	65	34	0	0	0	0	42.74	0.00	0.00	
ERR3684762	f__Spirochaetaceae	56	235	124	143	89	3	0	0	0	41.97	1.64	0.00	
ERR5206965	f__Spirochaetaceae	56	235	124	141	94	0	0	0	0	41.57	0.00	0.00	
ERR3699565	f__Spirochaetaceae	56	235	124	129	104	2	0	0	0	41.17	1.61	0.00	
ERR7123577	f__Spirochaetaceae	56	235	124	125	109	1	0	0	0	41.08	0.40	0.00	
ERR5312342	f__Spirochaetaceae	56	235	124	139	96	0	0	0	0	40.83	0.00	0.00	
ERR3684715	f__Spirochaetaceae	56	235	124	137	97	1	0	0	0	40.12	0.40	0.00	
ERR4853639	f__Spirochaetaceae	56	235	124	136	99	0	0	0	0	39.81	0.00	0.00	
ERR5312314	f__Spirochaetaceae	56	235	124	145	90	0	0	0	0	39.68	0.00	0.00	
ERR4853660	f__Spirochaetaceae	56	235	124	141	93	1	0	0	0	39.63	0.81	0.00	
ERR3699590	f__Spirochaetaceae	56	235	124	136	97	2	0	0	0	39.32	0.85	0.00	
ERR7168272	f__Spirochaetaceae	56	235	124	138	96	1	0	0	0	37.83	0.81	0.00	
ERR3684754	f__Spirochaetaceae	56	235	124	139	96	0	0	0	0	36.89	0.00	0.00	
ERR5312325	f__Spirochaetaceae	56	235	124	147	88	0	0	0	0	36.65	0.00	0.00	
ERR5312319	f__Spirochaetaceae	56	235	124	154	80	1	0	0	0	36.49	0.20	0.00	
ERR3684701	f__Spirochaetaceae	56	235	124	151	83	1	0	0	0	36.15	0.05	0.00	
ERR5312353	f__Spirochaetaceae	56	235	124	140	95	0	0	0	0	35.96	0.00	0.00	
ERR5312352	f__Spirochaetaceae	56	235	124	156	78	1	0	0	0	35.82	0.40	0.00	
ERR5312312	f__Spirochaetaceae	56	235	124	157	78	0	0	0	0	35.81	0.00	0.00	
ERR5312321	f__Spirochaetaceae	56	235	124	156	78	1	0	0	0	35.74	0.81	0.00	
ERR3699580	f__Spirochaetaceae	56	235	124	147	87	1	0	0	0	35.30	0.03	0.00	
ERR5312328	k__Bacteria	5449	99	54	74	25	0	0	0	0	34.35	0.00	0.00	
ERR3684554	f__Spirochaetaceae	56	235	124	151	82	2	0	0	0	33.82	0.92	0.00	
ERR3699591	f__Spirochaetaceae	56	235	124	153	81	1	0	0	0	33.69	0.03	0.00	
ERR3684621	f__Spirochaetaceae	56	235	124	151	82	2	0	0	0	33.44	0.83	0.00	
ERR3684562	f__Spirochaetaceae	56	235	124	143	91	1	0	0	0	33.28	0.03	0.00	
ERR5312316	k__Bacteria	5449	99	54	75	24	0	0	0	0	32.95	0.00	0.00	
ERR5312340	f__Spirochaetaceae	56	235	124	159	76	0	0	0	0	32.86	0.00	0.00	
ERR4853581	f__Spirochaetaceae	56	235	124	147	87	1	0	0	0	32.83	0.81	0.00	
ERR5312317	f__Spirochaetaceae	56	235	124	157	77	1	0	0	0	32.66	0.05	0.00	
ERR3699558	f__Spirochaetaceae	56	235	124	152	78	4	1	0	0	32.60	3.30	0.00	
ERR3684636	f__Spirochaetaceae	56	235	124	157	77	1	0	0	0	32.27	0.81	0.00	
ERR3811644	f__Spirochaetaceae	56	235	124	142	91	2	0	0	0	31.53	0.32	0.00	
ERR3684735	f__Spirochaetaceae	56	235	124	154	80	1	0	0	0	31.20	0.81	0.00	
ERR3684627	f__Spirochaetaceae	56	235	124	154	81	0	0	0	0	30.80	0.00	0.00	
ERR5312315	k__Bacteria	5449	99	54	76	23	0	0	0	0	30.51	0.00	0.00	
ERR5312347	k__Bacteria	5449	99	54	78	21	0	0	0	0	30.42	0.00	0.00	
ERR3684649	f__Spirochaetaceae	56	235	124	151	83	1	0	0	0	29.92	0.81	0.00	
ERR3684705	f__Spirochaetaceae	56	235	124	160	69	6	0	0	0	29.08	2.36	0.00	
ERR3811649	f__Spirochaetaceae	56	235	124	167	68	0	0	0	0	28.88	0.00	0.00	
ERR3684768	f__Spirochaetaceae	56	235	124	152	83	0	0	0	0	28.79	0.00	0.00	
ERR3684730	f__Spirochaetaceae	56	235	124	167	68	0	0	0	0	28.56	0.00	0.00	
ERR3684514	f__Spirochaetaceae	56	235	124	166	69	0	0	0	0	27.94	0.00	0.00	
ERR3684760	f__Spirochaetaceae	56	235	124	162	72	1	0	0	0	27.90	0.03	0.00	
ERR3811632	f__Spirochaetaceae	56	235	124	155	72	5	3	0	0	27.85	3.11	7.14	
ERR3684734	f__Spirochaetaceae	56	235	124	162	71	2	0	0	0	27.59	0.07	0.00	
ERR3684733	f__Spirochaetaceae	56	235	124	159	72	4	0	0	0	26.89	1.69	0.00	
ERR3811665	k__Bacteria	5449	99	54	75	24	0	0	0	0	26.72	0.00	0.00	
ERR3684770	f__Spirochaetaceae	56	235	124	162	72	1	0	0	0	26.67	0.81	0.00	
ERR3699584	f__Spirochaetaceae	56	235	124	166	68	1	0	0	0	26.59	0.81	0.00	
ERR5312331	f__Spirochaetaceae	56	235	124	171	64	0	0	0	0	26.27	0.00	0.00	
ERR4899232	f__Spirochaetaceae	56	235	124	166	69	0	0	0	0	26.06	0.00	0.00	
ERR3684668	f__Spirochaetaceae	56	235	124	163	72	0	0	0	0	25.91	0.00	0.00	
ERR3684756	f__Spirochaetaceae	56	235	124	166	68	1	0	0	0	25.77	0.81	0.00	
ERR5312348	k__Bacteria	5449	99	54	75	23	1	0	0	0	25.24	0.17	100.00	
ERR5312344	k__Bacteria	5449	99	54	79	20	0	0	0	0	24.75	0.00	0.00	
ERR5312333	k__Bacteria	5449	99	54	82	17	0	0	0	0	24.69	0.00	0.00	
ERR3811640	f__Spirochaetaceae	56	235	124	170	64	1	0	0	0	24.56	0.03	0.00	
ERR3811647	f__Spirochaetaceae	56	235	124	173	61	1	0	0	0	24.23	0.05	0.00	
ERR3811658	f__Spirochaetaceae	56	235	124	172	63	0	0	0	0	24.21	0.00	0.00	
ERR3684729	f__Spirochaetaceae	56	235	124	176	58	1	0	0	0	24.06	0.81	0.00	
ERR3684732	f__Spirochaetaceae	56	235	124	170	65	0	0	0	0	24.01	0.00	0.00	
ERR5312329	k__Bacteria	5449	99	54	82	17	0	0	0	0	23.86	0.00	0.00	
ERR5312355	f__Spirochaetaceae	56	235	124	177	58	0	0	0	0	23.63	0.00	0.00	
ERR5312322	f__Spirochaetaceae	56	235	124	184	51	0	0	0	0	23.62	0.00	0.00	
ERR5312310	k__Bacteria	5449	99	54	82	17	0	0	0	0	23.01	0.00	0.00	
ERR3811646	f__Spirochaetaceae	56	235	124	180	55	0	0	0	0	22.98	0.00	0.00	
ERR3684737	f__Spirochaetaceae	56	235	124	159	76	0	0	0	0	22.71	0.00	0.00	
ERR5312323	f__Spirochaetaceae	56	235	124	186	49	0	0	0	0	22.30	0.00	0.00	
ERR5312351	k__Bacteria	5449	99	54	81	17	1	0	0	0	22.07	1.85	0.00	
ERR5312345	f__Spirochaetaceae	56	235	124	188	47	0	0	0	0	21.36	0.00	0.00	
ERR3684772	k__Bacteria	5449	99	54	82	17	0	0	0	0	21.21	0.00	0.00	
ERR5312330	k__Bacteria	5449	99	54	83	16	0	0	0	0	21.16	0.00	0.00	
ERR4899238	k__Bacteria	5449	99	54	81	18	0	0	0	0	20.94	0.00	0.00	
ERR3684579	f__Spirochaetaceae	56	235	124	169	66	0	0	0	0	20.88	0.00	0.00	
ERR5312354	k__Bacteria	5449	99	54	77	21	1	0	0	0	20.85	0.93	0.00	
ERR5312309	k__Bacteria	5449	99	54	83	16	0	0	0	0	20.68	0.00	0.00	
ERR3684586	f__Spirochaetaceae	56	235	124	189	46	0	0	0	0	20.16	0.00	0.00	
ERR3699593	k__Bacteria	5449	99	54	80	19	0	0	0	0	20.07	0.00	0.00	
ERR3699582	f__Spirochaetaceae	56	235	124	178	57	0	0	0	0	20.05	0.00	0.00	
ERR5312338	f__Spirochaetaceae	56	235	124	186	48	1	0	0	0	19.91	0.81	0.00	
ERR3684766	k__Bacteria	5449	99	54	82	17	0	0	0	0	19.73	0.00	0.00	
ERR3684692	k__Bacteria	5449	99	54	77	22	0	0	0	0	19.73	0.00	0.00	
ERR3684689	f__Spirochaetaceae	56	235	124	178	57	0	0	0	0	19.57	0.00	0.00	
ERR3684731	k__Bacteria	5449	99	54	75	23	1	0	0	0	19.46	0.37	0.00	
ERR3699583	k__Bacteria	5449	99	54	78	21	0	0	0	0	19.31	0.00	0.00	
ERR5312334	k__Bacteria	5449	99	54	86	13	0	0	0	0	19.14	0.00	0.00	
ERR3684625	f__Spirochaetaceae	56	235	124	169	64	2	0	0	0	18.95	0.21	0.00	
ERR3699588	k__Bacteria	5449	99	54	79	20	0	0	0	0	18.77	0.00	0.00	
ERR3684771	f__Spirochaetaceae	56	235	124	181	54	0	0	0	0	18.71	0.00	0.00	
ERR3699596	k__Bacteria	5449	99	54	79	17	3	0	0	0	18.66	1.26	0.00	
ERR3811645	f__Spirochaetaceae	56	235	124	177	58	0	0	0	0	18.60	0.00	0.00	
ERR5312339	k__Bacteria	5449	99	54	86	13	0	0	0	0	18.52	0.00	0.00	
ERR3684769	f__Spirochaetaceae	56	235	124	186	47	2	0	0	0	18.15	0.07	50.00	
ERR3684662	f__Spirochaetaceae	56	235	124	185	49	1	0	0	0	18.13	0.81	0.00	
ERR3699577	k__Bacteria	5449	99	54	74	19	3	2	0	1	17.99	1.85	10.53	
ERR3811662	k__Bacteria	5449	99	54	79	20	0	0	0	0	17.88	0.00	0.00	
ERR3811638	f__Spirochaetaceae	56	235	124	187	48	0	0	0	0	17.72	0.00	0.00	
ERR3684738	f__Spirochaetaceae	56	235	124	186	49	0	0	0	0	17.59	0.00	0.00	
ERR3811653	k__Bacteria	5449	99	54	82	17	0	0	0	0	17.53	0.00	0.00	
ERR7168274	k__Bacteria	5449	99	54	85	14	0	0	0	0	17.37	0.00	0.00	
ERR3684640	f__Spirochaetaceae	56	235	124	185	50	0	0	0	0	16.76	0.00	0.00	
ERR5312336	k__Bacteria	5449	99	54	85	14	0	0	0	0	16.69	0.00	0.00	
ERR3699586	k__Bacteria	5449	99	54	82	17	0	0	0	0	16.57	0.00	0.00	
ERR3699595	f__Spirochaetaceae	56	235	124	185	49	1	0	0	0	16.44	0.03	0.00	
ERR5312332	k__Bacteria	5449	99	54	87	12	0	0	0	0	15.60	0.00	0.00	
ERR3811654	k__Bacteria	5449	99	54	80	19	0	0	0	0	15.39	0.00	0.00	
ERR3811648	k__Bacteria	5449	99	54	84	15	0	0	0	0	15.10	0.00	0.00	
ERR5312335	k__Bacteria	5449	99	54	86	13	0	0	0	0	15.04	0.00	0.00	
ERR7168273	f__Spirochaetaceae	56	235	124	189	46	0	0	0	0	14.83	0.00	0.00	
ERR5312341	k__Bacteria	5449	99	54	89	10	0	0	0	0	14.81	0.00	0.00	
ERR3684767	f__Spirochaetaceae	56	235	124	194	39	2	0	0	0	14.71	0.85	0.00	
ERR3684757	f__Spirochaetaceae	56	235	124	198	37	0	0	0	0	14.27	0.00	0.00	
ERR3684755	f__Spirochaetaceae	56	235	124	195	40	0	0	0	0	14.16	0.00	0.00	
ERR5312313	k__Bacteria	5449	99	54	89	10	0	0	0	0	14.06	0.00	0.00	
ERR5312350	k__Bacteria	5449	99	54	90	9	0	0	0	0	13.89	0.00	0.00	
ERR3684648	k__Bacteria	5449	99	54	87	12	0	0	0	0	13.80	0.00	0.00	
ERR3699587	k__Bacteria	5449	99	54	84	15	0	0	0	0	13.34	0.00	0.00	
ERR3684693	k__Bacteria	5449	99	54	83	16	0	0	0	0	13.22	0.00	0.00	
ERR3699592	f__Spirochaetaceae	56	235	124	197	38	0	0	0	0	12.68	0.00	0.00	
ERR3684598	k__Bacteria	5449	99	54	85	14	0	0	0	0	12.32	0.00	0.00	
ERR5312327	k__Bacteria	5449	99	54	92	7	0	0	0	0	12.04	0.00	0.00	
ERR3684773	f__Spirochaetaceae	56	235	124	196	39	0	0	0	0	11.66	0.00	0.00	
ERR3684776	k__Bacteria	5449	99	54	85	14	0	0	0	0	11.57	0.00	0.00	
ERR3699589	k__Bacteria	5449	99	54	85	14	0	0	0	0	11.53	0.00	0.00	
ERR3811659	k__Bacteria	5449	99	54	87	12	0	0	0	0	11.23	0.00	0.00	
ERR3684777	k__Bacteria	5449	99	54	88	11	0	0	0	0	10.86	0.00	0.00	
ERR3684781	k__Bacteria	5449	99	54	85	14	0	0	0	0	10.84	0.00	0.00	
ERR3684690	k__Bacteria	5449	99	54	85	14	0	0	0	0	10.84	0.00	0.00	
ERR3699597	k__Bacteria	5449	99	54	85	14	0	0	0	0	10.25	0.00	0.00	
ERR3684736	k__Bacteria	5449	99	54	88	11	0	0	0	0	10.10	0.00	0.00	
ERR7168270	k__Bacteria	5449	99	54	90	9	0	0	0	0	9.76	0.00	0.00	
ERR3684663	f__Spirochaetaceae	56	235	124	199	36	0	0	0	0	9.74	0.00	0.00	
ERR3811663	k__Bacteria	5449	99	54	84	15	0	0	0	0	9.67	0.00	0.00	
ERR3684688	f__Spirochaetaceae	56	235	124	204	31	0	0	0	0	9.03	0.00	0.00	
ERR5312318	k__Bacteria	5449	99	54	92	7	0	0	0	0	8.95	0.00	0.00	
ERR3811651	k__Bacteria	5449	99	54	89	10	0	0	0	0	8.87	0.00	0.00	
ERR3811652	k__Bacteria	5449	99	54	91	8	0	0	0	0	8.67	0.00	0.00	
ERR5312346	k__Bacteria	5449	99	54	94	5	0	0	0	0	8.02	0.00	0.00	
ERR3811655	k__Bacteria	5449	99	54	87	12	0	0	0	0	7.10	0.00	0.00	
ERR3699594	f__Spirochaetaceae	56	235	124	208	27	0	0	0	0	6.99	0.00	0.00	
ERR3684775	k__Bacteria	5449	99	54	93	6	0	0	0	0	6.65	0.00	0.00	
ERR3684691	k__Bacteria	5449	99	54	92	7	0	0	0	0	6.51	0.00	0.00	
ERR3684604	k__Bacteria	5449	99	54	91	8	0	0	0	0	6.43	0.00	0.00	
ERR3811657	k__Bacteria	5449	99	54	94	5	0	0	0	0	6.09	0.00	0.00	
ERR3811664	k__Bacteria	5449	99	54	93	6	0	0	0	0	5.89	0.00	0.00	
ERR3699585	k__Bacteria	5449	99	54	87	12	0	0	0	0	5.82	0.00	0.00	
ERR7168271	k__Bacteria	5449	99	54	93	6	0	0	0	0	5.74	0.00	0.00	
ERR7168269	k__Bacteria	5449	99	54	91	8	0	0	0	0	5.40	0.00	0.00	
ERR3811660	k__Bacteria	5449	99	54	92	7	0	0	0	0	5.30	0.00	0.00	
ERR3684605	k__Bacteria	5449	99	54	92	7	0	0	0	0	5.30	0.00	0.00	
ERR3811661	k__Bacteria	5449	99	54	93	6	0	0	0	0	5.13	0.00	0.00	
ERR3684607	k__Bacteria	5449	99	54	95	4	0	0	0	0	4.80	0.00	0.00	
ERR5312349	k__Bacteria	5449	99	54	96	3	0	0	0	0	4.63	0.00	0.00	
ERR3684780	k__Bacteria	5449	99	54	92	7	0	0	0	0	4.58	0.00	0.00	
ERR3811650	k__Bacteria	5449	99	54	95	4	0	0	0	0	4.24	0.00	0.00	
ERR3684779	k__Bacteria	5449	99	54	90	7	2	0	0	0	4.10	0.34	50.00	
ERR3684774	k__Bacteria	5449	99	54	96	3	0	0	0	0	2.95	0.00	0.00	
ERR3811656	k__Bacteria	5449	99	54	96	3	0	0	0	0	2.39	0.00	0.00	
ERR3811637	k__Bacteria	5449	99	54	95	4	0	0	0	0	2.36	0.00	0.00	
ERR3684608	k__Bacteria	5449	99	54	94	5	0	0	0	0	2.36	0.00	0.00	
ERR7123578	k__Bacteria	5449	99	54	96	3	0	0	0	0	2.02	0.00	0.00	
ERR3684778	k__Bacteria	5449	104	58	99	5	0	0	0	0	1.49	0.00	0.00	
ERR3684765	k__Bacteria	5449	104	58	98	6	0	0	0	0	0.94	0.00	0.00	
ERR3684651	k__Bacteria	5449	99	54	95	4	0	0	0	0	0.88	0.00	0.00	
ERR5312343	k__Bacteria	5449	100	55	99	1	0	0	0	0	0.61	0.00	0.00	
ERR3684603	k__Bacteria	5449	99	54	98	1	0	0	0	0	0.17	0.00	0.00	
ERR5312324	root	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00	
