ProteinID	Name	Organism
WP_013945078	V-type ATP synthase subunit E [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342462	V-type ATP synthase subunit F [Treponema pallidum]	Treponema pallidum
WP_014342463	V-type ATP synthase subunit I [Treponema pallidum]	Treponema pallidum
WP_014342369	ABC transporter ATP-binding protein [Treponema pallidum]	Treponema pallidum
WP_235214119	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010881771	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010882335	transcription termination factor NusA [Treponema pallidum]	Treponema pallidum
WP_010882459	MULTISPECIES: transcription antitermination factor NusB [Treponema]	Treponema
WP_010881684	MULTISPECIES: transcription termination/antitermination protein NusG [Treponema]	Treponema
WP_014342249	sodium-extruding oxaloacetate decarboxylase subunit alpha [Treponema pallidum]	Treponema pallidum
WP_010881506	sodium ion-translocating decarboxylase subunit beta [Treponema pallidum]	Treponema pallidum
WP_010881504	OadG family protein [Treponema pallidum]	Treponema pallidum
WP_010882070	OmpA family protein [Treponema pallidum]	Treponema pallidum
WP_014342497	peptide ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_010881721	ParA family protein [Treponema pallidum]	Treponema pallidum
WP_010881720	ParB/RepB/Spo0J family partition protein [Treponema pallidum]	Treponema pallidum
WP_010881756	PASTA domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881571	phosphoenolpyruvate carboxykinase (GTP) [Treponema pallidum]	Treponema pallidum
WP_013944944	CCA tRNA nucleotidyltransferase [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010882470	M3 family oligoendopeptidase [Treponema pallidum]	Treponema pallidum
WP_014342490	aminopeptidase P family protein [Treponema pallidum]	Treponema pallidum
WP_010882000	MULTISPECIES: AI-2E family transporter [Treponema]	Treponema
WP_010881557	ATP-dependent 6-phosphofructokinase [Treponema pallidum]	Treponema pallidum
WP_237260071	PTS transporter subunit IIC [Treponema pallidum]	Treponema pallidum
WP_014342471	diphosphate--fructose-6-phosphate 1-phosphotransferase [Treponema pallidum]	Treponema pallidum
WP_014342442	glucose-6-phosphate isomerase [Treponema pallidum]	Treponema pallidum
WP_010881985	phosphoglycerate kinase [Treponema pallidum]	Treponema pallidum
WP_014342443	6-phosphogluconolactonase [Treponema pallidum]	Treponema pallidum
WP_010881998	phosphatase PAP2 family protein [Treponema pallidum]	Treponema pallidum
WP_237249907	HD family phosphohydrolase [Treponema pallidum]	Treponema pallidum
WP_010881705	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Treponema pallidum]	Treponema pallidum
WP_010882417	phenylalanine--tRNA ligase subunit alpha [Treponema pallidum]	Treponema pallidum
WP_010881464	phenylalanine--tRNA ligase subunit beta [Treponema pallidum]	Treponema pallidum
WP_010881938	MBL fold metallo-hydrolase [Treponema pallidum]	Treponema pallidum
WP_237260074	PilZ domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342391	lysophospholipid acyltransferase family protein [Treponema pallidum]	Treponema pallidum
WP_014342543	cysteine hydrolase family protein [Treponema pallidum]	Treponema pallidum
WP_010882074	nicotinate phosphoribosyltransferase [Treponema pallidum]	Treponema pallidum
WP_010882329	polyribonucleotide nucleotidyltransferase [Treponema pallidum]	Treponema pallidum
WP_014342269	DNA polymerase I [Treponema pallidum]	Treponema pallidum
WP_010881590	ABC transporter ATP-binding protein [Treponema pallidum]	Treponema pallidum
WP_010882100	extracellular solute-binding protein [Treponema pallidum]	Treponema pallidum
WP_014342562	putative PEP-binding protein [Treponema pallidum]	Treponema pallidum
WP_039487460	peptidylprolyl isomerase [Treponema pallidum]	Treponema pallidum
WP_010882372	hypothetical protein [Treponema pallidum]	Treponema pallidum
WP_012460512	peptide chain release factor 1 [Treponema pallidum]	Treponema pallidum
WP_099156385	peptide chain release factor 2 [Treponema pallidum]	Treponema pallidum
WP_012460528	replication restart helicase PriA [Treponema pallidum]	Treponema pallidum
WP_014342246	peptide chain release factor N(5)-glutamine methyltransferase [Treponema pallidum]	Treponema pallidum
WP_014342384	glutamate-5-semialdehyde dehydrogenase [Treponema pallidum]	Treponema pallidum
WP_014342385	glutamate 5-kinase [Treponema pallidum]	Treponema pallidum
WP_010882242	pyrroline-5-carboxylate reductase [Treponema pallidum]	Treponema pallidum
WP_010881607	proline--tRNA ligase [Treponema pallidum]	Treponema pallidum
WP_010881743	MULTISPECIES: ribose-phosphate pyrophosphokinase [Treponema]	Treponema
WP_010881543	phosphate acetyltransferase [Treponema pallidum]	Treponema pallidum
WP_010882455	aminoacyl-tRNA hydrolase [Treponema pallidum]	Treponema pallidum
WP_014342494	phosphoenolpyruvate--protein phosphotransferase [Treponema pallidum]	Treponema pallidum
WP_010882035	MULTISPECIES: HPr family phosphocarrier protein [Treponema]	Treponema
WP_010881534	PTS sugar transporter subunit IIA [Treponema pallidum]	Treponema pallidum
WP_010881754	CTP synthase [Treponema pallidum]	Treponema pallidum
WP_010881548	UMP kinase [Treponema pallidum]	Treponema pallidum
WP_014342696	DNA repair protein RadA [Treponema pallidum]	Treponema pallidum
WP_010882333	MULTISPECIES: 30S ribosome-binding factor RbfA [Treponema]	Treponema
WP_014342473	endonuclease/exonuclease/phosphatase family protein [Treponema pallidum]	Treponema pallidum
WP_010882005	nickel/cobalt transporter [Treponema pallidum]	Treponema pallidum
WP_013945089	non-canonical purine NTP pyrophosphatase [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342541	recombinase RecA [Treponema pallidum]	Treponema pallidum
WP_014342634	UvrD-helicase domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342226	DNA replication/repair protein RecF [Treponema pallidum]	Treponema pallidum
WP_010882132	ATP-dependent DNA helicase RecG [Treponema pallidum]	Treponema pallidum
WP_010882149	single-stranded-DNA-specific exonuclease RecJ [Treponema pallidum]	Treponema pallidum
WP_010881890	DNA repair protein RecN [Treponema pallidum]	Treponema pallidum
WP_010882081	DNA repair protein RecO [Treponema pallidum]	Treponema pallidum
WP_014342268	helicase-related protein [Treponema pallidum]	Treponema pallidum
WP_010882448	recombination mediator RecR [Treponema pallidum]	Treponema pallidum
WP_010882467	recombination regulator RecX [Treponema pallidum]	Treponema pallidum
WP_010881747	BMP family ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_014342358	ATP-binding cassette domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881750	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010881751	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010882430	DMT family transporter [Treponema pallidum]	Treponema pallidum
WP_010881703	transcription termination factor Rho [Treponema pallidum]	Treponema pallidum
WP_010882331	FAD synthetase family protein [Treponema pallidum]	Treponema pallidum
WP_010882350	ribosome maturation factor RimM [Treponema pallidum]	Treponema pallidum
WP_014342632	ribosome maturation factor RimP [Treponema pallidum]	Treponema pallidum
WP_010881558	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Treponema pallidum]	Treponema pallidum
WP_010882127	MULTISPECIES: SAM-dependent methyltransferase [Treponema]	Treponema
WP_010881517	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Treponema pallidum]	Treponema pallidum
WP_013945548	septal ring lytic transglycosylase RlpA family protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342305	RluA family pseudouridine synthase [Treponema pallidum]	Treponema pallidum
WP_010882254	ribonuclease III [Treponema pallidum]	Treponema pallidum
WP_014342303	SLBB domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342302	RnfABCDGE type electron transport complex subunit D [Treponema pallidum]	Treponema pallidum
WP_014342386	ribonuclease HI [Treponema pallidum]	Treponema pallidum
WP_014342660	ribonuclease P protein component [Treponema pallidum]	Treponema pallidum
WP_010882462	ribonuclease Y [Treponema pallidum]	Treponema pallidum
WP_014342594	ribonuclease Z [Treponema pallidum]	Treponema pallidum
WP_010881950	rod shape-determining protein RodA [Treponema pallidum]	Treponema pallidum
WP_010881782	helix-turn-helix domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010882388	MULTISPECIES: ribulose-phosphate 3-epimerase [Treponema]	Treponema
WP_010882062	ribose-5-phosphate isomerase RpiA [Treponema pallidum]	Treponema pallidum
WP_013944916	50S ribosomal protein L1 [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010881639	50S ribosomal protein L2 [Treponema pallidum]	Treponema pallidum
WP_013944879	50S ribosomal protein L3 [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342319	50S ribosomal protein L4 [Treponema pallidum]	Treponema pallidum
WP_014342323	50S ribosomal protein L5 [Treponema pallidum]	Treponema pallidum
WP_010881651	50S ribosomal protein L6 [Treponema pallidum]	Treponema pallidum
WP_010881651	50S ribosomal protein L6 [Treponema pallidum]	Treponema pallidum
WP_010881509	MULTISPECIES: 50S ribosomal protein L9 [Treponema]	Treponema
WP_010881687	50S ribosomal protein L10 [Treponema pallidum]	Treponema pallidum
WP_010881685	MULTISPECIES: 50S ribosomal protein L11 [Treponema]	Treponema
WP_010881688	50S ribosomal protein L7/L12 [Treponema pallidum]	Treponema pallidum
WP_010882469	MULTISPECIES: 50S ribosomal protein L13 [Treponema]	Treponema
WP_010881646	50S ribosomal protein L14 [Treponema pallidum]	Treponema pallidum
WP_010881655	50S ribosomal protein L15 [Treponema pallidum]	Treponema pallidum
WP_010881643	MULTISPECIES: 50S ribosomal protein L16 [Treponema]	Treponema
WP_010881661	50S ribosomal protein L17 [Treponema pallidum]	Treponema pallidum
WP_010881652	50S ribosomal protein L18 [Treponema pallidum]	Treponema pallidum
WP_010882352	MULTISPECIES: 50S ribosomal protein L19 [Treponema]	Treponema
WP_010882292	MULTISPECIES: 50S ribosomal protein L20 [Treponema]	Treponema
WP_010882190	50S ribosomal protein L21 [Treponema pallidum]	Treponema pallidum
WP_010881641	MULTISPECIES: 50S ribosomal protein L22 [Treponema]	Treponema
WP_010881638	MULTISPECIES: 50S ribosomal protein L23 [Treponema]	Treponema
WP_010881647	MULTISPECIES: 50S ribosomal protein L24 [Treponema]	Treponema
WP_010882189	MULTISPECIES: ribosomal-processing cysteine protease Prp [Treponema]	Treponema
WP_235214120	MULTISPECIES: 50S ribosomal protein L28 [Treponema]	Treponema
WP_014342321	50S ribosomal protein L29 [Treponema pallidum]	Treponema pallidum
WP_010881654	MULTISPECIES: 50S ribosomal protein L30 [Treponema]	Treponema
WP_010881704	MULTISPECIES: 50S ribosomal protein L31 [Treponema]	Treponema
WP_010882252	MULTISPECIES: 50S ribosomal protein L32 [Treponema]	Treponema
WP_010881682	50S ribosomal protein L33 [Treponema pallidum]	Treponema pallidum
WP_010882395	MULTISPECIES: 50S ribosomal protein L34 [Treponema]	Treponema
WP_014342610	50S ribosomal protein L35 [Treponema pallidum]	Treponema pallidum
WP_010881657	50S ribosomal protein L36 [Treponema pallidum]	Treponema pallidum
WP_014342325	DNA-directed RNA polymerase subunit alpha [Treponema pallidum]	Treponema pallidum
WP_014342336	DNA-directed RNA polymerase subunit beta [Treponema pallidum]	Treponema pallidum
WP_010881690	MULTISPECIES: DNA-directed RNA polymerase subunit beta' [Treponema]	Treponema
WP_010881942	RNA polymerase sigma factor RpoD [Treponema pallidum]	Treponema pallidum
WP_013945567	sigma-70 family RNA polymerase sigma factor [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_013944800	RNA polymerase sigma factor [Treponema pallidum]	Treponema pallidum
WP_172841370	RNA polymerase factor sigma-54 [Treponema pallidum]	Treponema pallidum
WP_010882146	MULTISPECIES: DNA-directed RNA polymerase subunit omega [Treponema]	Treponema
WP_014342353	30S ribosomal protein S1 [Treponema pallidum]	Treponema pallidum
WP_010882052	30S ribosomal protein S2 [Treponema pallidum]	Treponema pallidum
WP_010881642	30S ribosomal protein S3 [Treponema pallidum]	Treponema pallidum
WP_010881755	30S ribosomal protein S4 [Treponema pallidum]	Treponema pallidum
WP_010881653	30S ribosomal protein S5 [Treponema pallidum]	Treponema pallidum
WP_010881512	MULTISPECIES: 30S ribosomal protein S6 [Treponema]	Treponema
WP_010881692	30S ribosomal protein S7 [Treponema pallidum]	Treponema pallidum
WP_010882468	MULTISPECIES: 30S ribosomal protein S9 [Treponema]	Treponema
WP_010881635	MULTISPECIES: 30S ribosomal protein S10 [Treponema]	Treponema
WP_010881659	30S ribosomal protein S11 [Treponema pallidum]	Treponema pallidum
WP_010881691	MULTISPECIES: 30S ribosomal protein S12 [Treponema]	Treponema
WP_010881658	MULTISPECIES: 30S ribosomal protein S13 [Treponema]	Treponema
WP_010882330	MULTISPECIES: 30S ribosomal protein S15 [Treponema]	Treponema
WP_024751815	30S ribosomal protein S16 [Treponema phagedenis]	Treponema phagedenis
WP_014342322	30S ribosomal protein S17 [Treponema pallidum]	Treponema pallidum
WP_010881510	30S ribosomal protein S18 [Treponema pallidum]	Treponema pallidum
WP_010881639	50S ribosomal protein L2 [Treponema pallidum]	Treponema pallidum
WP_010881699	30S ribosomal protein S20 [Treponema pallidum]	Treponema pallidum
WP_010882203	MULTISPECIES: 30S ribosomal protein S21 [Treponema]	Treponema
WP_013945017	MULTISPECIES: RNA recognition motif domain-containing protein [Treponema]	Treponema
WP_010881667	PP2C family protein-serine/threonine phosphatase [Treponema pallidum]	Treponema pallidum
WP_014342504	RIP metalloprotease RseP [Treponema pallidum]	Treponema pallidum
WP_014342558	ribosome silencing factor [Treponema pallidum]	Treponema pallidum
WP_237249922	anti-sigma factor family protein [Treponema pallidum]	Treponema pallidum
WP_013944998	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342251	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD [Treponema pallidum]	Treponema pallidum
WP_010881481	16S rRNA (uracil(1498)-N(3))-methyltransferase [Treponema pallidum]	Treponema pallidum
WP_010882389	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG [Treponema pallidum]	Treponema pallidum
WP_014342407	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Treponema pallidum]	Treponema pallidum
WP_010882419	MULTISPECIES: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase [Treponema]	Treponema
WP_013945585	patatin-like phospholipase family protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010881990	Holliday junction branch migration protein RuvA [Treponema pallidum]	Treponema pallidum
WP_010881609	MULTISPECIES: Holliday junction branch migration DNA helicase RuvB [Treponema]	Treponema
WP_010881966	crossover junction endodeoxyribonuclease RuvC [Treponema pallidum]	Treponema pallidum
WP_010882407	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010882219	MgtC/SapB family protein [Treponema pallidum]	Treponema pallidum
WP_014342512	exonuclease subunit SbcC [Treponema pallidum]	Treponema pallidum
WP_013945299	segregation and condensation protein A [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342435	SMC-Scp complex subunit ScpB [Treponema pallidum]	Treponema pallidum
WP_013945487	diacylglycerol/polyprenol kinase family protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342406	preprotein translocase subunit SecA [Treponema pallidum]	Treponema pallidum
WP_010881858	MULTISPECIES: protein translocase subunit SecD [Treponema]	Treponema
WP_010881683	MULTISPECIES: preprotein translocase subunit SecE [Treponema]	Treponema
WP_010881859	protein translocase subunit SecF [Treponema pallidum]	Treponema pallidum
WP_014342465	preprotein translocase subunit SecG [Treponema pallidum]	Treponema pallidum
WP_014342324	preprotein translocase subunit SecY [Treponema pallidum]	Treponema pallidum
WP_010882092	serine--tRNA ligase [Treponema pallidum]	Treponema pallidum
WP_310794698	spiro-SPASM protein [Treponema pallidum]	Treponema pallidum
WP_010881797	FKBP-type peptidyl-prolyl cis-trans isomerase [Treponema pallidum]	Treponema pallidum
WP_014342411	SpiroCoCo family coiled-coil protein [Treponema pallidum]	Treponema pallidum
WP_010881631	SsrA-binding protein [Treponema pallidum]	Treponema pallidum
WP_010882119	Smr/MutS family protein [Treponema pallidum]	Treponema pallidum
WP_010882267	MULTISPECIES: superoxide reductase domain-containing protein [Treponema]	Treponema
WP_014342245	M23 family metallopeptidase [Treponema pallidum]	Treponema pallidum
WP_014342247	TrmH family RNA methyltransferase [Treponema pallidum]	Treponema pallidum
WP_014505674	signal peptide peptidase SppA [Treponema pallidum]	Treponema pallidum
WP_010882009	N-acetylneuraminate synthase family protein [Treponema pallidum]	Treponema pallidum
WP_010881511	MULTISPECIES: single-stranded DNA-binding protein [Treponema]	Treponema
WP_010881828	DNA repair helicase XPB [Treponema pallidum]	Treponema pallidum
WP_013945178	MULTISPECIES: anti-sigma factor antagonist [Treponema]	Treponema
WP_010882058	Fe-S cluster assembly protein SufB [Treponema pallidum]	Treponema pallidum
WP_010882057	Fe-S cluster assembly ATPase SufC [Treponema pallidum]	Treponema pallidum
WP_010882059	Fe-S cluster assembly protein SufD [Treponema pallidum]	Treponema pallidum
WP_010882061	MULTISPECIES: Fe-S cluster assembly sulfur transfer protein SufU [Treponema]	Treponema
WP_014342417	5'/3'-nucleotidase SurE [Treponema pallidum]	Treponema pallidum
WP_010882171	MULTISPECIES: flagellar FlbD family protein [Treponema]	Treponema
WP_010881923	MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Treponema]	Treponema
WP_235214122	tetratricopeptide repeat protein [Treponema pallidum]	Treponema pallidum
WP_014342370	translocation/assembly module TamB domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010882085	methyl-accepting chemotaxis protein [Treponema pallidum]	Treponema pallidum
WP_010882423	TatD family hydrolase [Treponema pallidum]	Treponema pallidum
WP_010881592	thiamine ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_010881564	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Treponema pallidum]	Treponema pallidum
WP_014342484	tRNA uracil 4-sulfurtransferase ThiI [Treponema pallidum]	Treponema pallidum
WP_010881967	MULTISPECIES: thiamine diphosphokinase [Treponema]	Treponema
WP_010882281	threonine--tRNA ligase [Treponema pallidum]	Treponema pallidum
WP_010882451	FAD-dependent thymidylate synthase [Treponema pallidum]	Treponema pallidum
WP_013945146	trigger factor [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010881821	tRNA lysidine(34) synthetase TilS [Treponema pallidum]	Treponema pallidum
WP_014342485	transketolase [Treponema pallidum]	Treponema pallidum
WP_010881549	TlpA family protein disulfide reductase [Treponema pallidum]	Treponema pallidum
WP_010881802	MULTISPECIES: dTMP kinase [Treponema]	Treponema
WP_010882213	MULTISPECIES: migration/adhesion factor TmpA [Treponema]	Treponema
WP_010882214	LysM peptidoglycan-binding domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342368	membrane lipoprotein TmpC [Treponema pallidum]	Treponema pallidum
WP_014342408	type I DNA topoisomerase [Treponema pallidum]	Treponema pallidum
WP_014342229	DUF3798 domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010882415	MULTISPECIES: iron transporter [Treponema]	Treponema
WP_014342705	Dps family protein [Treponema pallidum]	Treponema pallidum
WP_010881984	triose-phosphate isomerase [Treponema pallidum]	Treponema pallidum
WP_013944762	PSP1 domain-containing protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010882265	MetQ/NlpA family ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_010882460	peptidyl-prolyl cis-trans isomerase [Treponema pallidum]	Treponema pallidum
WP_010881741	MULTISPECIES: OmpA family protein [Treponema]	Treponema
WP_010881618	MULTISPECIES: FMN-binding protein [Treponema]	Treponema
WP_010881883	copper resistance protein NlpE [Treponema pallidum]	Treponema pallidum
WP_244857653	major outer sheath N-terminal domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342287	major outer sheath N-terminal domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342366	major outer sheath N-terminal domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342663	tetratricopeptide repeat protein [Treponema pallidum]	Treponema pallidum
WP_013945584	major outer sheath N-terminal domain-containing protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014505568	tetratricopeptide repeat protein [Treponema pallidum]	Treponema pallidum
WP_013945287	TraB/GumN family protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010882374	MGH1-like glycoside hydrolase domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881587	potassium channel family protein [Treponema pallidum]	Treponema pallidum
WP_245522151	TrkH family potassium uptake protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_014342439	tRNA (guanosine(46)-N7)-methyltransferase TrmB [Treponema pallidum]	Treponema pallidum
WP_010882351	tRNA (guanosine(37)-N1)-methyltransferase TrmD [Treponema pallidum]	Treponema pallidum
WP_010881610	transition metal ABC transporter substrate-binding protein TroA [Treponema pallidum]	Treponema pallidum
WP_010881612	transition metal ABC transporter permease subunit TroC [Treponema pallidum]	Treponema pallidum
WP_014342310	transition metal ABC transporter permease subunit TroD [Treponema pallidum]	Treponema pallidum
WP_010881614	MULTISPECIES: manganese/iron-sensitive transcriptional repressor TroR [Treponema]	Treponema
WP_010882078	MULTISPECIES: tryptophan--tRNA ligase [Treponema]	Treponema
WP_013945413	MULTISPECIES: tRNA pseudouridine(38-40) synthase TruA [Treponema]	Treponema
WP_014342630	tRNA pseudouridine(55) synthase TruB [Treponema pallidum]	Treponema pallidum
WP_010882362	thioredoxin [Treponema pallidum]	Treponema pallidum
WP_010882258	thioredoxin-disulfide reductase [Treponema pallidum]	Treponema pallidum
WP_010882319	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB [Treponema pallidum]	Treponema pallidum
WP_014342316	L-threonylcarbamoyladenylate synthase [Treponema pallidum]	Treponema pallidum
WP_013945290	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010882318	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Treponema]	Treponema
WP_010882051	translation elongation factor Ts [Treponema pallidum]	Treponema pallidum
WP_010881520	MULTISPECIES: ATP-dependent chaperone ClpB [Treponema]	Treponema
WP_010881634	MULTISPECIES: elongation factor Tu [Treponema]	Treponema
WP_014342602	tyrosine--tRNA ligase [Treponema pallidum]	Treponema pallidum
WP_014342356	cytidylyltransferase domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342334	uracil-DNA glycosylase [Treponema pallidum]	Treponema pallidum
WP_014342530	nucleoside kinase [Treponema pallidum]	Treponema pallidum
WP_010882471	MULTISPECIES: uridine phosphorylase [Treponema]	Treponema
WP_010882182	ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_012460593	ABC transporter ATP-binding protein [Treponema pallidum]	Treponema pallidum
WP_014342258	carbohydrate ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010881761	DUF368 domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010882049	di-trans,poly-cis-decaprenylcistransferase [Treponema pallidum]	Treponema pallidum
WP_010881896	uracil phosphoribosyltransferase [Treponema pallidum]	Treponema pallidum
WP_014342604	ABC-F family ATP-binding cassette domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881963	excinuclease ABC subunit UvrA [Treponema pallidum]	Treponema pallidum
WP_013944822	excinuclease ABC subunit UvrB [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010881921	excinuclease ABC subunit UvrC [Treponema pallidum]	Treponema pallidum
WP_014342589	ribonuclease catalytic domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342703	valine--tRNA ligase [Treponema pallidum]	Treponema pallidum
WP_010882196	vascular adhesin/metalloprotease pallilysin [Treponema pallidum]	Treponema pallidum
WP_012460516	xanthine dehydrogenase family protein molybdopterin-binding subunit [Treponema pallidum]	Treponema pallidum
WP_010881724	WecB/TagA/CpsF family glycosyltransferase [Treponema pallidum]	Treponema pallidum
WP_013945314	MULTISPECIES: RNA polymerase sigma factor WhiG [Treponema]	Treponema
WP_014342409	tyrosine recombinase XerC [Treponema pallidum]	Treponema pallidum
WP_010881839	site-specific tyrosine recombinase [Treponema pallidum]	Treponema pallidum
WP_237260079	LysM peptidoglycan-binding domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881491	LysM peptidoglycan-binding domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_010881574	MULTISPECIES: exodeoxyribonuclease III [Treponema]	Treponema
WP_010881743	MULTISPECIES: ribose-phosphate pyrophosphokinase [Treponema]	Treponema
WP_010881496	MULTISPECIES: YaaR family protein [Treponema]	Treponema
WP_235214027	nucleoside triphosphate pyrophosphohydrolase [Treponema pallidum]	Treponema pallidum
WP_014342608	YaiI/YqxD family protein [Treponema pallidum]	Treponema pallidum
WP_235214121	MULTISPECIES: preprotein translocase subunit YajC [Treponema]	Treponema
WP_014342427	DJ-1/PfpI family protein [Treponema pallidum]	Treponema pallidum
WP_014342597	CdaR family protein [Treponema pallidum]	Treponema pallidum
WP_010882095	MULTISPECIES: rRNA maturation RNase YbeY [Treponema]	Treponema
WP_010881731	tetratricopeptide repeat protein [Treponema pallidum]	Treponema pallidum
WP_012460585	MULTISPECIES: YggT family protein [Treponema]	Treponema
WP_013945118	tetratricopeptide repeat protein [Treponema paraluiscuniculi]	Treponema paraluiscuniculi
WP_010881573	redox-regulated ATPase YchF [Treponema pallidum]	Treponema pallidum
WP_014342386	ribonuclease HI [Treponema pallidum]	Treponema pallidum
WP_014342525	ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010882380	metallophosphoesterase family protein [Treponema pallidum]	Treponema pallidum
WP_010881946	rod shape-determining protein [Treponema pallidum]	Treponema pallidum
WP_235214003	TPM domain-containing protein [Treponema pallidum]	Treponema pallidum
WP_014342659	membrane protein insertase YidC [Treponema pallidum]	Treponema pallidum
WP_271426006	membrane protein insertion efficiency factor YidD [Treponema pallidum]	Treponema pallidum
WP_014342624	YifB family Mg chelatase-like AAA ATPase [Treponema pallidum]	Treponema pallidum
WP_013945063	MULTISPECIES: HAD family hydrolase [Treponema]	Treponema
WP_014342553	NUDIX hydrolase [Treponema pallidum]	Treponema pallidum
WP_010882400	TRAP transporter TatT component family protein [Treponema pallidum]	Treponema pallidum
WP_010882354	MULTISPECIES: FlhB-like flagellar biosynthesis protein [Treponema]	Treponema
WP_235214101	tetratricopeptide repeat protein [Treponema pallidum]	Treponema pallidum
WP_010881472	sodium-dependent transporter [Treponema pallidum]	Treponema pallidum
WP_014505589	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK [Treponema pallidum]	Treponema pallidum
WP_010882481	PAQR family membrane homeostasis protein TrhA [Treponema pallidum]	Treponema pallidum
WP_013945482	MULTISPECIES: YraN family protein [Treponema]	Treponema
WP_010882189	MULTISPECIES: ribosomal-processing cysteine protease Prp [Treponema]	Treponema
WP_010881600	divergent PAP2 family protein [Treponema pallidum]	Treponema pallidum
WP_010881829	TIGR02206 family membrane protein [Treponema pallidum]	Treponema pallidum
WP_010882290	cell division protein ZapA [Treponema pallidum]	Treponema pallidum
WP_014342609	cell division protein ZapB [Treponema pallidum]	Treponema pallidum
WP_014342704	heavy metal translocating P-type ATPase [Treponema pallidum]	Treponema pallidum
WP_010881483	metal ABC transporter substrate-binding protein [Treponema pallidum]	Treponema pallidum
WP_010881485	metal ABC transporter permease [Treponema pallidum]	Treponema pallidum
WP_010881484	metal ABC transporter ATP-binding protein [Treponema pallidum]	Treponema pallidum
WP_014342444	glucose-6-phosphate dehydrogenase [Treponema pallidum]	Treponema pallidum
