Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR3811642	918	395	1	0	0	0	1001864	687634	5053	0	0	0	734	5053	929312	1139457	52.59	52.78	1472	1256	692	-	1688.6	1377.1	213	290	576	-	1	1	1917	0	0	0	1	3 + 0 part	2782	80.936	1.004	0.00	26.91	10.81	5053	925313	1472	1250	681	-	1680.1	1370.2	214	291	579	-
ERR3811643	872	387	7	0	0	0	1020321	719192	42936	0	0	0	726	7885	963314	1139457	52.65	52.78	1538	1300	689	-	1956.5	1654.1	195	257	564	-	0	0	0	0	0	0	0	3 + 1 part	4333	83.822	1.004	0.00	20.66	11.37	7881	958553	1530	1296	678	-	1949.4	1648.1	195	258	568	-
ERR3811644	1315	95	0	0	0	0	682951	127032	0	0	0	0	602	2732	471579	1139457	52.31	52.78	788	-	543	-	906.0	374.9	219	-	512	-	0	0	0	0	0	0	0	51 + 1 part	41807	37.447	1.003	0.00	30.17	11.22	2732	427619	750	-	501	-	815.5	337.5	229	-	541	-
ERR3811645	765	28	0	0	0	0	405690	37546	0	0	0	0	342	2582	241549	1139457	52.87	52.78	676	-	531	-	788.5	167.1	133	-	295	-	2	2	2917	0	0	0	0	13 + 1 part	11275	20.152	1.001	0.00	63.13	16.54	2581	229687	654	-	513	-	736.6	156.1	138	-	305	-
ERR3811646	787	50	0	0	0	0	447214	63164	0	0	0	0	399	3007	294651	1139457	52.30	52.78	730	-	529	-	830.8	214.8	151	-	342	-	3	3	3139	1	0	0	0	27 + 1 part	26243	23.425	1.002	0.00	41.53	11.60	3007	267251	688	-	469	-	723.0	187.0	163	-	368	-
ERR3811647	837	38	0	0	0	0	482771	46700	0	0	0	0	455	1681	325053	1139457	53.18	52.78	717	-	535	-	773.9	220.8	178	-	393	-	3	3	3059	0	0	0	0	13 + 0 part	9002	27.693	1.001	0.00	54.15	13.30	1681	315763	702	-	524	-	748.7	213.6	180	-	398	-
ERR3811648	500	12	0	0	0	0	261725	14785	0	0	0	0	211	1825	140300	1139457	52.39	52.78	637	-	519	-	717.0	88.3	86	-	184	-	3	2	2489	0	0	0	0	6 + 0 part	5661	11.804	1.001	0.00	70.61	19.32	1296	134543	619	-	512	-	656.5	80.8	91	-	191	-
ERR3811649	955	67	0	0	0	0	564388	88441	0	0	0	0	511	4137	389483	1139457	52.88	52.78	758	-	541	-	872.0	298.1	192	-	437	-	1	1	1515	1	0	0	0	21 + 0 part	18392	32.480	1.001	0.00	40.76	12.96	3922	370456	735	-	523	-	815.4	278.7	198	-	452	-
ERR3811650	267	1	0	0	0	0	97807	1475	0	0	0	0	58	1475	36370	1139457	52.51	52.78	584	-	514	-	671.2	21.4	25	-	51	-	0	0	0	0	0	0	0	18 + 0 part	12804	2.067	1.000	0.00	42.47	25.48	985	23545	526	-	-	-	390.7	12.5	30	-	-	-
ERR3811651	487	9	0	0	0	0	245437	11966	0	0	0	0	185	1661	120318	1139457	53.10	52.78	624	-	523	-	705.1	74.4	77	-	162	-	3	3	3005	0	0	0	0	2 + 0 part	1569	10.394	1.001	0.00	65.82	18.57	1558	118502	605	-	512	-	681.7	72.0	78	-	164	-
ERR3811652	322	3	0	0	0	0	158479	4251	0	0	0	0	109	1769	70944	1139457	53.21	52.78	617	-	517	-	700.1	43.6	45	-	96	-	0	0	0	0	0	0	0	1 + 0 part	1360	6.101	1.000	0.00	76.27	5.76	1769	69488	606	-	516	-	671.8	41.8	47	-	97	-
ERR3811653	495	14	0	0	0	0	259479	17015	0	0	0	0	201	1603	135214	1139457	52.73	52.78	643	-	523	-	729.3	86.5	80	-	175	-	1	1	1144	1	0	0	0	5 + 0 part	3451	11.534	1.000	0.00	72.29	12.18	1603	131409	633	-	517	-	701.2	83.2	82	-	178	-
ERR3811654	492	9	0	0	0	0	250529	10699	0	0	0	0	209	1891	135071	1139457	52.91	52.78	614	-	513	-	690.2	81.8	86	-	183	-	1	1	751	0	0	0	0	1 + 0 part	896	11.759	1.000	0.00	55.99	16.42	1818	133961	612	-	512	-	678.7	80.4	87	-	184	-
ERR3811655	312	2	0	0	0	0	152980	2745	0	0	0	0	101	1514	63474	1139457	51.87	52.78	589	-	513	-	666.9	37.1	43	-	89	-	0	0	0	0	0	0	0	0 + 0 part	0	5.571	1.000	0.00	52.00	7.88	1514	63463	589	-	513	-	666.6	37.1	43	-	89	-
ERR3811656	165	6	0	0	0	0	82060	7670	0	0	0	0	54	1490	37405	1139457	52.88	52.78	633	-	511	-	777.1	25.5	21	-	47	-	1	1	1275	0	0	0	0	15 + 1 part	13136	2.130	1.000	0.00	45.34	8.24	1055	24262	553	-	-	-	422.4	13.9	28	-	-	-
ERR3811657	175	2	0	0	0	0	82004	2421	0	0	0	0	51	1309	32312	1139457	53.31	52.78	604	-	508	-	672.4	19.1	22	-	45	-	1	1	1112	1	0	0	0	4 + 0 part	3589	2.522	1.000	0.00	62.67	13.93	918	28721	577	-	-	-	552.0	15.7	24	-	-	-
ERR3811658	1691	48	0	0	0	0	621016	60531	0	0	0	0	448	1728	322324	1139457	52.88	52.78	696	-	532	-	793.9	224.6	172	-	386	-	1	1	612	0	0	0	0	81 + 1 part	67267	22.321	1.001	0.00	36.95	11.40	1545	254400	624	-	-	-	592.3	167.5	198	-	-	-
ERR3811659	410	8	0	0	0	0	209396	10123	0	0	0	0	171	1514	110530	1139457	52.96	52.78	615	-	518	-	694.7	67.4	70	-	150	-	2	1	948	1	0	0	0	7 + 0 part	5518	9.202	1.001	0.00	93.42	21.92	1514	104905	595	-	507	-	643.4	62.4	73	-	155	-
ERR3811660	216	8	0	0	0	0	110731	9867	0	0	0	0	78	1653	53124	1139457	53.03	52.78	639	-	512	-	756.5	35.3	30	-	68	-	2	2	2233	0	0	0	0	3 + 0 part	3660	4.328	1.000	0.00	89.25	8.11	1418	49299	607	-	501	-	649.6	30.3	34	-	73	-
ERR3811661	610	25	0	0	0	0	238883	33733	0	0	0	0	148	1877	108766	1139457	52.72	52.78	696	-	520	-	863.5	82.4	52	-	127	-	2	2	1849	1	0	0	0	84 + 0 part	69686	3.329	1.003	0.00	131.40	5.26	989	38051	-	-	-	-	214.3	20.5	-	-	-	-
ERR3811662	683	19	0	0	0	0	357145	23092	0	0	0	0	305	1621	204851	1139457	52.67	52.78	641	-	525	-	723.8	130.1	123	-	265	-	3	3	2514	0	0	0	0	8 + 0 part	5442	17.489	1.001	0.00	38.63	11.04	1621	199337	631	-	509	-	700.3	125.9	125	-	269	-
ERR3811663	686	19	0	0	0	0	315291	25967	0	0	0	0	234	1755	162961	1139457	52.69	52.78	675	-	518	-	778.0	111.3	90	-	202	-	0	0	0	0	0	0	0	49 + 0 part	42171	10.499	1.001	0.00	41.77	9.19	1474	119699	563	-	-	-	509.5	72.9	112	-	-	-
ERR3811664	302	3	0	0	0	0	141615	4549	0	0	0	0	87	1760	55112	1139457	52.06	52.78	596	-	519	-	692.6	33.5	37	-	77	-	0	0	0	0	0	0	0	12 + 0 part	9849	3.925	1.001	0.00	147.55	15.65	1240	44732	549	-	-	-	507.1	24.5	42	-	-	-
ERR3811665	482	6	0	0	0	0	244680	6783	0	0	0	0	192	1320	123659	1139457	53.31	52.78	626	-	525	-	673.2	73.1	81	-	168	-	1	1	622	0	0	0	0	4 + 0 part	2499	10.628	1.001	0.00	71.83	19.82	1320	121114	623	-	520	-	658.0	71.4	82	-	169	-
ERR4045376	373	266	72	15	1	0	1115742	1055391	588019	208698	27429	0	330	27429	1102079	1139457	52.81	52.78	5239	5171	1545	1272	6574.9	6359.2	65	69	217	240	1	1	10936	1	0	0	0	0 + 1 part	800	96.316	1.004	0.00	50.77	13.17	27429	1100937	5234	5171	1544	1224	6548.6	6333.8	66	69	218	242
ERR4045377	244	188	76	28	5	0	1128998	1100728	788243	469834	170598	0	216	48200	1121619	1139457	52.75	52.78	7704	7472	2553	2473	11958.2	11771.0	39	40	137	144	0	0	0	1	0	0	0	0 + 0 part	0	98.040	1.004	0.00	49.06	12.67	48200	1121033	7704	7472	2548	2473	11948.7	11761.7	39	40	138	144
ERR4045378	301	128	71	42	6	0	1210161	1143067	1005101	793808	216200	0	177	41106	1177688	1139457	52.72	52.78	14466	14884	3738	4512	16923.7	17491.5	26	25	84	76	0	0	0	2	0	0	0	51 + 2 part	49828	98.594	1.003	0.00	13.24	11.46	41106	1125774	14466	14884	3738	4483	16863.3	17429.1	26	25	84	76
ERR4045379	226	155	77	38	5	0	1153456	1122083	903943	618867	144884	0	181	36456	1140659	1139457	52.74	52.78	10469	10469	3294	3294	12730.1	12743.6	34	34	106	106	0	0	0	2	0	0	0	17 + 1 part	14177	98.624	1.002	0.00	29.49	12.17	36456	1125794	10469	10469	3283	3291	12713.1	12726.5	34	34	107	106
ERR4045380	351	88	54	39	14	2	1219821	1142887	1068091	959592	555345	131927	131	74050	1171327	1139457	52.74	52.78	23623	23759	5387	7600	27501.1	28270.2	16	15	52	47	0	0	0	0	0	0	0	50 + 1 part	43671	98.786	1.001	0.00	30.97	13.49	74050	1126730	23623	23759	5387	7600	27449.8	28217.6	16	15	52	47
ERR4045381	725	152	73	43	5	1	1300337	1147525	965580	754451	185390	55167	231	55167	1203295	1139457	52.68	52.78	11990	13004	2146	3869	15638.3	16514.4	30	27	108	87	0	0	0	1	0	0	0	80 + 2 part	77107	98.472	1.002	0.00	33.28	13.44	55167	1123854	11990	13004	2146	3752	15556.0	16427.5	30	27	108	87
ERR4045382	470	327	39	5	1	0	1115145	1029228	323178	80108	27654	0	424	27654	1100111	1139457	52.70	52.78	3606	3498	1249	1013	4896.7	4727.6	94	100	292	324	1	1	12604	0	0	0	0	5 + 0 part	4292	95.717	1.004	0.00	38.90	13.33	27651	1095003	3587	3498	1236	1012	4820.3	4653.9	95	101	294	325
ERR4045383	182	96	59	37	11	3	1159109	1119749	1030983	870538	427919	170192	129	63839	1143428	1139457	52.73	52.78	19761	19761	5048	5152	24252.1	24336.6	18	18	59	58	1	1	2880	1	0	0	0	25 + 0 part	19396	98.437	1.002	0.00	33.38	13.89	63838	1123436	19761	19761	5048	5048	24221.3	24305.8	18	18	59	59
ERR4045384	826	241	72	22	3	0	1300407	1117384	709525	359315	104251	0	356	37247	1198436	1139457	52.70	52.78	6402	6774	1318	1734	9189.7	9665.4	53	49	208	173	0	0	0	2	0	0	0	94 + 3 part	82906	97.500	1.004	0.00	43.87	13.73	37247	1114652	6402	6774	1035	1694	9099.7	9570.7	53	49	214	175
ERR4045385	363	198	78	25	3	0	1167062	1105118	802548	419608	112544	0	247	46646	1140264	1139457	52.70	52.78	8098	8098	2089	2118	11230.5	11238.5	42	42	148	147	0	0	0	1	0	0	0	25 + 0 part	18913	98.071	1.003	0.00	34.71	14.28	46646	1120623	8098	8098	2089	2089	11204.1	11212.0	42	42	148	148
ERR4045386	989	186	69	34	4	0	1297380	1110589	803130	554588	115364	0	284	36565	1178583	1139457	52.68	52.78	9587	9900	1703	2313	11125.3	11507.3	38	36	148	131	0	0	0	1	0	0	1	69 + 3 part	54309	98.162	1.003	0.00	12.48	12.39	36565	1121740	9587	9900	1661	2313	11069.5	11449.6	38	36	149	131
ERR4045387	259	111	68	41	10	0	1188722	1135490	1036342	841704	333469	0	148	46543	1160554	1139457	52.72	52.78	18034	18034	4226	5567	19035.1	19387.6	22	22	70	66	0	0	0	0	0	0	0	37 + 1 part	32293	98.740	1.003	0.00	8.96	11.35	46543	1127533	18034	18034	4225	5567	19001.7	19353.5	22	22	70	66
ERR4045388	542	338	45	6	0	0	1104799	985464	320237	71548	0	0	468	15982	1079977	1139457	52.99	52.78	3410	3283	1055	785	4096.3	3882.5	100	108	325	384	0	0	0	1	0	0	0	10 + 0 part	10787	93.357	1.005	0.00	33.79	11.51	15982	1068434	3410	3278	1025	726	4081.1	3868.1	100	109	327	389
ERR4045389	200	129	75	38	5	0	1146085	1112647	953871	678132	180366	0	159	49888	1134148	1139457	52.72	52.78	12930	12864	3790	3742	15427.4	15355.5	28	29	90	92	0	0	0	0	0	0	0	14 + 0 part	9329	98.419	1.003	0.00	7.12	10.94	49888	1124253	12930	12864	3790	3742	15419.8	15348.0	28	29	90	92
ERR4045390	288	137	69	37	7	1	1174948	1120557	982838	765412	255461	51426	177	51426	1148616	1139457	52.80	52.78	16201	16201	2682	2964	18031.3	18176.2	23	23	84	81	0	0	0	1	0	0	0	31 + 2 part	31109	97.812	1.002	0.00	9.04	11.64	51426	1116751	16164	16164	2682	2964	17992.6	18137.3	23	23	84	81
ERR4045391	345	266	68	16	0	0	1125994	1082982	560791	210868	0	0	310	20665	1115000	1139457	52.71	52.78	5074	4952	1790	1467	6286.7	6151.8	68	70	207	221	0	0	0	0	0	0	0	5 + 1 part	5114	97.037	1.004	0.00	37.49	11.45	20665	1109589	4976	4814	1775	1466	6266.2	6131.7	68	71	208	222
ERR4045392	173	119	74	41	6	0	1138337	1115416	1000314	743705	224482	0	136	49719	1128264	1139457	52.74	52.78	13071	13071	4281	4043	17409.8	17238.8	26	26	78	80	0	0	0	2	0	0	0	4 + 0 part	2349	98.537	1.003	0.00	7.55	11.73	49719	1125136	13071	13071	4281	4043	17375.7	17205.0	26	26	78	80
ERR4045393	366	279	71	9	0	0	1120680	1069716	548606	113237	0	0	334	18833	1111309	1139457	52.74	52.78	4838	4703	1606	1432	5610.9	5472.3	73	76	225	242	1	1	6263	1	0	0	0	0 + 0 part	0	97.120	1.004	0.00	35.39	14.23	18833	1110463	4838	4703	1595	1407	5592.0	5453.9	73	76	227	244
ERR4045394	199	100	60	36	15	1	1171758	1130461	1027564	848695	527029	69538	134	69538	1154121	1139457	52.71	52.78	20309	22128	4637	5492	23640.0	23944.2	18	17	63	60	0	0	0	1	0	0	0	28 + 1 part	24944	98.675	1.003	0.00	40.09	13.93	69538	1127435	20309	22128	4637	5492	23603.4	23907.2	18	17	63	60
ERR4045395	123	67	50	41	15	3	1138129	1121996	1074079	997579	566484	175280	77	66531	1129834	1139457	52.74	52.78	26185	24223	9691	8866	28239.1	28000.6	15	16	43	44	0	0	0	0	0	0	0	3 + 0 part	2825	98.745	1.002	0.00	27.86	11.80	66531	1126902	26185	24223	9691	8866	28235.7	27997.2	15	16	43	44
ERR4045396	272	137	75	42	6	0	1178988	1124814	966094	728282	175618	0	178	33730	1154991	1139457	52.70	52.78	13027	13027	3338	3589	14389.3	14585.5	29	29	94	90	1	1	15880	0	0	0	0	31 + 1 part	29317	98.438	1.003	0.00	7.64	11.02	33730	1124989	12414	12414	3338	3589	14274.6	14469.2	29	29	95	91
ERR4045397	563	172	81	33	0	0	1189684	1106410	857400	503724	0	0	209	22546	1134636	1139457	52.78	52.78	9001	8977	2572	2529	10295.9	10252.4	40	41	126	127	0	0	0	0	0	0	0	14 + 0 part	12524	98.212	1.003	0.00	6.33	10.88	22414	1121781	8977	8962	2572	2529	10276.5	10233.0	40	41	126	127
ERR4853527	45	12	7	7	6	4	1138565	1124061	1115579	1115579	1099390	1011377	23	598787	1132151	1139457	52.74	52.78	598787	598787	44588	44588	378312.8	375887.1	1	1	5	5	0	0	0	0	0	0	0	7 + 0 part	5181	98.881	1.001	0.00	11.09	12.07	598718	1126891	598718	598718	44588	44588	378235.7	375810.5	1	1	5	5
ERR4853528	95	20	7	7	6	4	1168184	1135783	1113408	1113408	1099851	1011811	49	598823	1155446	1139457	52.71	52.78	598823	598823	44615	44615	370830.0	376033.5	1	1	5	5	0	0	0	3	0	0	0	34 + 0 part	28983	98.763	1.001	0.00	6.31	12.26	598325	1125466	598325	598325	44615	44615	370285.7	375481.6	1	1	5	5
ERR4853529	35	12	9	9	8	5	1131813	1122620	1116462	1116462	1099656	975568	17	299780	1126937	1139457	52.75	52.78	299186	299186	44588	43425	210052.8	207744.8	2	2	6	7	0	0	0	2	0	0	0	0 + 0 part	0	98.785	1.001	0.00	7.02	11.90	299220	1125879	299186	299186	44588	43425	209740.6	207436.0	2	2	6	7
ERR4853530	188	134	74	34	7	0	1138648	1113223	958019	669590	263174	0	155	47483	1129244	1139457	52.74	52.78	12686	12257	3482	3191	17175.7	17021.7	25	26	89	92	1	1	31964	1	0	0	0	3 + 0 part	2175	98.547	1.004	0.00	36.31	13.76	47483	1126386	12686	12257	3482	3191	17140.7	16987.0	25	26	89	92
ERR4853531	450	53	24	19	11	5	1279424	1156378	1111503	1073311	927939	733425	129	323591	1207539	1139457	52.73	52.78	77071	98693	7924	16148	133342.3	141309.4	4	3	21	16	0	0	0	0	0	0	0	91 + 3 part	79345	98.933	1.001	0.00	30.23	13.74	323591	1128182	77071	98693	7924	16138	133276.2	141239.4	4	3	21	16
ERR4853532	38	12	9	9	8	5	1131206	1123043	1116621	1116621	1099840	975864	16	299747	1126424	1139457	52.75	52.78	299135	299135	44523	43401	210219.9	207815.4	2	2	6	7	0	0	0	1	0	0	0	0 + 0 part	0	98.776	1.001	0.00	7.11	11.64	299634	1125813	299135	299135	44523	43401	210145.1	207741.5	2	2	6	7
ERR4853533	78	27	18	15	12	6	1143461	1126563	1106759	1080573	1021721	835937	37	332867	1133829	1139457	52.74	52.78	120741	120741	25768	23233	156479.8	155706.9	3	3	12	13	0	0	0	1	0	0	0	8 + 0 part	6976	98.815	1.001	0.00	6.92	11.81	332585	1126545	120741	120741	25768	23233	156307.2	155535.2	3	3	12	13
ERR4853534	46	16	10	10	8	6	1138055	1126587	1115991	1115991	1075305	987366	23	299184	1132464	1139457	52.74	52.78	150673	150673	44514	44514	178012.0	176919.5	3	3	7	7	0	0	0	1	0	0	0	5 + 0 part	5998	98.801	1.000	0.00	6.13	11.46	299184	1125598	150303	150303	44514	44514	177892.1	176800.4	3	3	7	7
ERR4853535	32	9	6	6	5	3	1132220	1122528	1116115	1116115	1099309	1011337	16	598807	1127797	1139457	52.74	52.78	598807	598807	44547	44547	426677.7	422311.5	1	1	4	4	0	0	0	2	0	0	0	3 + 0 part	1839	98.778	1.000	0.00	5.95	12.18	598532	1125169	598532	598532	44547	44547	426370.0	422007.0	1	1	4	4
ERR4853536	211	169	77	35	3	0	1126352	1103804	845342	565301	88184	0	190	35047	1120489	1139457	52.73	52.78	10021	9764	3088	2949	11666.1	11471.9	35	36	121	127	1	1	1639	0	0	0	0	0 + 0 part	0	98.001	1.004	0.00	34.46	13.39	35047	1120159	10021	9764	3088	2949	11665.0	11470.8	35	36	121	127
ERR4853537	44	11	8	8	7	5	1135172	1123318	1116905	1116905	1100100	1012060	16	448841	1127074	1139457	52.74	52.78	209260	209260	44615	44615	260826.8	257992.3	2	2	6	6	0	0	0	2	0	0	0	1 + 0 part	578	98.780	1.001	0.00	8.26	12.35	448574	1125712	209260	209260	44615	44615	260598.5	257766.4	2	2	6	6
ERR4853538	674	384	17	2	0	0	1072961	886473	126762	22875	0	0	591	12002	1042270	1139457	52.59	52.78	2289	2046	883	571	2928.2	2678.4	138	161	439	560	1	1	10873	0	0	0	0	0 + 0 part	0	91.065	1.004	0.00	39.07	11.42	12002	1041824	2276	2044	878	569	2892.3	2645.6	139	162	441	562
ERR4853539	337	252	67	19	0	0	1124330	1076240	602868	277274	0	0	306	24796	1115160	1139457	52.73	52.78	5262	5210	1641	1456	7332.4	7176.1	59	61	197	211	1	1	3273	1	0	0	0	3 + 0 part	3711	97.196	1.003	0.00	34.49	11.71	24796	1110505	5262	5210	1584	1424	7322.7	7166.5	59	61	197	212
ERR4853540	148	54	37	27	19	5	1162132	1126099	1084074	1023578	888167	362628	80	131508	1144686	1139457	52.73	52.78	40860	40860	6994	6994	47055.7	47271.6	10	10	28	28	0	0	0	0	0	0	0	21 + 0 part	16322	98.830	1.001	0.00	40.45	14.55	131424	1127261	40860	40860	6994	6994	47022.5	47238.3	10	10	28	28
ERR4853541	70	17	10	10	8	5	1153013	1128456	1116785	1116785	1079665	955546	35	299921	1142169	1139457	52.71	52.78	298974	298974	43425	43425	203487.1	203971.4	2	2	7	7	0	0	0	1	0	0	0	17 + 0 part	15023	98.771	1.000	0.00	6.66	12.00	299230	1125434	298949	298949	43425	43425	203083.4	203566.8	2	2	7	7
ERR4853542	270	201	64	29	5	0	1129984	1093381	730396	493571	165269	0	234	42642	1118899	1139457	52.72	52.78	7830	7818	2129	1949	11709.4	11498.2	37	38	146	156	1	1	9853	0	0	0	0	2 + 0 part	1683	97.718	1.004	0.00	40.64	13.88	42642	1117055	7810	7279	2129	1949	11666.2	11455.7	37	39	147	157
ERR4853543	173	18	8	8	7	5	1197763	1132537	1113415	1113415	1099859	1011846	71	299670	1169834	1139457	52.71	52.78	299187	299187	44588	44588	213055.1	218735.0	2	2	6	6	0	0	0	2	0	0	0	50 + 2 part	41410	98.827	1.001	0.00	20.15	11.81	299234	1126504	299187	299187	44588	44588	212795.6	218468.6	2	2	6	6
ERR4853544	79	14	9	9	8	5	1152058	1125949	1116446	1116446	1099664	975582	34	300357	1139711	1139457	52.73	52.78	298519	298519	43401	43401	207699.3	207745.6	2	2	7	7	0	0	0	1	0	0	0	18 + 0 part	13895	98.682	1.000	0.00	5.96	11.56	299498	1124448	298508	298508	43401	43401	207215.8	207262.0	2	2	7	7
ERR4853545	99	26	8	8	7	4	1175475	1144388	1115676	1115676	1099474	975355	51	598755	1161520	1139457	52.69	52.78	598755	598755	43425	43425	358039.1	364971.7	1	1	6	6	0	0	0	1	0	0	0	33 + 1 part	34379	98.852	1.001	0.00	6.03	11.63	598457	1126833	598457	598457	43425	43425	357695.2	364621.2	1	1	6	6
ERR4853546	358	237	72	18	1	0	1151651	1088564	648700	255223	25277	0	302	25277	1135348	1139457	52.69	52.78	6025	6025	1868	1767	7268.8	7242.6	58	58	188	190	0	0	0	1	0	0	0	24 + 1 part	20452	97.508	1.003	0.00	39.22	13.46	25277	1114212	5994	5994	1806	1751	7244.1	7218.0	58	58	189	191
ERR4853547	40	12	8	8	7	4	1135383	1123678	1116165	1116165	1099964	975847	19	598794	1129280	1139457	52.75	52.78	598794	598794	44616	43425	368407.1	365116.7	1	1	5	6	0	0	0	0	0	0	0	3 + 0 part	2058	98.882	1.001	0.00	14.91	11.62	598710	1127128	598710	598710	44616	43425	368316.5	365026.9	1	1	5	6
ERR4853548	445	231	64	23	1	0	1134364	1015399	659967	356723	30348	0	361	30348	1106989	1139457	52.83	52.78	6841	6650	1123	939	8372.1	8133.5	47	49	213	242	1	1	9502	0	0	0	0	25 + 0 part	20334	95.032	1.003	0.00	15.66	11.61	30348	1085438	6841	6650	1077	874	8341.0	8103.3	47	49	216	246
ERR4853549	242	134	56	33	8	4	1153283	1103398	930516	776204	385455	242154	180	74017	1135516	1139457	52.77	52.78	16832	16832	2386	2356	25106.9	25020.0	18	18	83	84	0	0	0	1	0	0	0	24 + 0 part	18000	97.870	1.002	0.00	7.52	10.74	74017	1116998	16832	16832	2386	2353	25059.8	24973.1	18	18	83	85
ERR4853550	109	38	27	23	15	9	1154595	1127164	1100949	1069433	965359	730047	54	149212	1139090	1139457	52.73	52.78	67330	67330	12379	11575	68466.4	68444.3	7	7	19	20	0	0	0	1	0	0	0	14 + 0 part	12159	98.836	1.001	0.00	15.09	12.07	149212	1126343	67330	67330	11575	11575	68430.6	68408.5	7	7	20	20
ERR4853551	77	34	25	21	14	7	1135985	1124078	1094765	1065496	930655	664830	37	150494	1126617	1139457	52.74	52.78	64536	64536	17442	17351	74959.7	74115.0	6	6	18	19	0	0	0	1	0	0	0	0 + 0 part	0	98.691	1.001	0.00	7.46	11.64	150494	1125452	64534	64534	17442	17277	74869.2	74025.6	6	6	18	19
ERR4853552	863	381	8	0	0	0	1032170	739242	44043	0	0	0	701	6286	969440	1139457	52.61	52.78	1646	1414	713	-	2008.2	1708.5	184	240	539	-	0	0	0	1	0	0	0	4 + 1 part	4503	84.291	1.005	0.00	41.78	11.82	6286	964494	1643	1410	699	-	1997.7	1699.6	185	241	542	-
ERR4853553	41	11	8	8	7	4	1135308	1123030	1116872	1116872	1100055	975924	19	598911	1129203	1139457	52.74	52.78	598911	598911	44615	43425	368565.0	365248.2	1	1	5	6	0	0	0	1	0	0	0	4 + 0 part	2772	98.773	1.001	0.00	13.68	12.08	598833	1125855	598833	598833	44615	43425	368465.8	365150.0	1	1	5	6
ERR4853554	86	31	23	22	15	10	1147604	1125564	1104507	1097010	984829	785959	47	142749	1137271	1139457	52.75	52.78	63289	63289	22326	22326	70531.5	70396.2	7	7	17	17	0	0	0	1	0	0	0	13 + 0 part	10442	98.793	1.001	0.00	27.71	12.97	142749	1126090	63289	63289	22326	22326	70508.5	70373.3	7	7	17	17
ERR4853555	44	14	10	10	9	5	1133501	1122670	1111756	1111756	1099501	947584	21	448906	1127900	1139457	52.75	52.78	149922	149922	43401	43401	242173.6	239717.3	2	2	7	7	0	0	0	1	0	0	0	3 + 0 part	1830	98.727	1.001	0.00	12.53	11.99	448837	1125499	149922	149922	43401	43401	242113.9	239658.2	2	2	7	7
ERR4853556	345	31	19	16	13	7	1229115	1136668	1117377	1096159	1051830	840485	86	234032	1172612	1139457	52.73	52.78	87173	87173	16818	28526	111177.4	114412.3	4	4	14	13	0	0	0	1	0	0	0	58 + 1 part	44957	98.767	1.001	0.00	8.61	12.16	233821	1126463	87173	87173	16320	28526	111032.3	114263.1	4	4	14	13
ERR4853557	903	375	11	0	0	0	1087126	775086	70780	0	0	0	730	8606	1026125	1139457	52.67	52.78	1767	1569	685	501	2203.3	1984.1	181	215	555	729	2	2	6678	0	0	0	0	46 + 1 part	38114	86.168	1.005	0.00	49.08	12.07	8606	986129	1760	1561	626	-	2156.0	1941.6	182	216	572	-
ERR4853558	628	350	40	1	0	0	1129704	971861	281050	10947	0	0	527	10947	1098724	1139457	52.66	52.78	2848	2760	942	768	3636.7	3506.6	113	120	368	411	1	1	9623	0	0	0	0	21 + 1 part	16510	94.423	1.005	0.00	43.02	12.12	10947	1080998	2848	2760	900	739	3579.5	3451.6	114	121	372	417
ERR4853559	711	45	15	15	11	8	1322767	1157489	1113734	1113734	1049990	928644	119	248150	1206423	1139457	52.69	52.78	126526	126526	16175	33381	118723.8	125701.2	4	4	13	11	0	0	0	1	0	0	0	88 + 1 part	76176	98.836	1.001	0.00	8.96	11.98	247877	1127043	126526	126526	16175	33381	118543.7	125510.5	4	4	13	11
ERR4853560	102	19	10	9	7	4	1166995	1131421	1116590	1110550	1073358	949379	47	598903	1150763	1139457	52.72	52.78	598903	598903	43401	43401	356120.9	359654.4	1	1	6	6	0	0	0	2	0	0	0	28 + 0 part	23453	98.792	1.001	0.00	7.46	11.63	598602	1125983	598602	598602	43401	43401	355773.2	359303.3	1	1	6	6
ERR4853561	69	25	19	19	11	5	1138954	1123536	1111103	1111103	965299	752598	32	274959	1129559	1139457	52.74	52.78	148144	148144	20110	20110	132350.9	131201.2	3	3	14	14	0	0	0	0	0	0	0	3 + 0 part	2704	98.804	1.001	0.00	7.28	11.63	274959	1126190	148139	148139	20110	20110	132173.3	131025.2	3	3	14	14
